"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
6,nan,1,nan,0.00411817186667,nan,0.00818792379801
28,0,0,0.00432805838239,0.0044490364354,0.00574337695016,0.00844897435278
56,1,0,0.00599154412874,0.00850985284895,0.00926609761521,0.00850985284895
55,0,0,0.2785891925,0.0330270084424,0.323258817686,0.0446895808574
26,0,0,0.00999427230721,0.00398785597353,0.00999427230721,0.00569656055367
53,0,nan,0.00999427230721,nan,0.00999427230721,nan
12,0,nan,0.00520084482913,nan,0.00864242547673,nan
11,nan,1,nan,0.00643984854906,nan,0.00884632220683
48,0,0,0.0115766690845,0.00661656891016,0.0172197369418,0.00661656891016
47,1,0,0.0133608421666,0.0254027684741,0.0162028078572,0.0409129596965
46,0,nan,0.00676161197884,nan,0.00676161197884,nan
22,1,0,0.00752748150861,0.00676161197884,0.0125841653251,0.00676161197884
21,0,nan,0.0227036306568,nan,0.0227036306568,nan
20,1,nan,0.0099623805767,nan,0.0099623805767,nan
40,0,0,0.00603304700476,0.00881485185424,0.0103287530047,0.0111888225761
39,1,0,0.0368964943508,0.0290998172026,0.0574830250989,0.0524643911178
8,0,nan,0.00592419062369,nan,0.00592419062369,nan
34,0,1,0.00449710821533,0.00504128895584,0.00783430530396,0.00504128895584
16,0,nan,0.00619993635181,nan,0.00825902228515,nan
32,1,0,0.0479866048512,0.00411817186667,0.0539676420829,0.0082035401583
31,1,1,0.095448952883,0.00398848267925,0.0973246846243,0.00604756861259
