"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.652293722637,Gender,0.0,0.181818181818
1,0.686674162845,Pclass,2.5,0.181818181818
2,0.703001166516,AgeGroup,-0.75,0.181818181818
3,0.870676320856,TicketNumber,45576.0909091,22786.5454545
4,0.531665583021,EmbarkIsS,0.0,0.181818181818
5,0.919593314268,SibSp,2.5,0.454545454545
6,0.732163512326,Pclass,1.5,0.181818181818
7,0.951089613959,AgeGroup,0.75,0.181818181818
8,0.776065654337,Fare,0.75,0.136363636364
9,0.582644703675,Parch,0.5,0.454545454545
10,0.554458775534,TicketNumber,2102066.36364,2099922.36364
11,1.0,ThisIsAnEndNode,nan,nan
12,0.852313418893,TicketNumber,347085.0,281741.0
13,0.559646766478,TicketNumber,10976.0909091,10283.0909091
14,0.793957814382,CabinNumbers,6.0,6.72727272727
15,1.0,ThisIsAnEndNode,nan,nan
16,0.821771135515,Fare,0.25,0.136363636364
17,0.823205863993,TicketNumber,237882.0,12773.0
18,nan,,nan,nan
19,0.636193856387,Fare,-0.25,0.0454545454545
20,0.894028672694,TicketNumber,2673.0,34545.6363636
21,0.607933677539,TicketNumber,356645.818182,35450.1818182
22,0.639909781011,nTicketStrings,1.5,0.0909090909091
23,nan,,nan,nan
24,nan,,nan,nan
25,nan,,nan,nan
26,1.0,ThisIsAnEndNode,nan,nan
27,1.0,ThisIsAnEndNode,nan,nan
28,0.549714183282,CabinNumbers,57.6363636364,11.7272727273
29,0.801801338943,EmbarkIsC,0.0,0.181818181818
30,nan,,nan,nan
31,nan,,nan,nan
32,nan,,nan,nan
33,nan,,nan,nan
34,1.0,ThisIsAnEndNode,nan,nan
35,0.92952885814,Fare,-0.25,0.0909090909091
36,0.709863978768,SibSp,0.5,0.181818181818
37,nan,,nan,nan
38,nan,,nan,nan
39,0.620544975517,TicketNumber,336943.272727,33431.7272727
40,1.0,ThisIsAnEndNode,nan,nan
41,1.0,ThisIsAnEndNode,nan,nan
42,nan,,nan,nan
43,0.619757137052,SibSp,1.5,0.727272727273
44,nan,,nan,nan
45,nan,,nan,nan
46,nan,,nan,nan
47,nan,,nan,nan
48,nan,,nan,nan
49,nan,,nan,nan
50,nan,,nan,nan
51,nan,,nan,nan
52,nan,,nan,nan
53,nan,,nan,nan
54,nan,,nan,nan
55,nan,,nan,nan
56,nan,,nan,nan
57,0.54692684565,CabinNumbers,4.09090909091,5.09090909091
58,0.673974191162,CabinNumbers,90.9090909091,6.18181818182
59,0.82466278725,nTicketStrings,2.5,0.181818181818
60,0.665082998966,AgeGroup,0.25,0.0909090909091
61,nan,,nan,nan
62,nan,,nan,nan
