"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
14,0,1,0.00424357029907,0.00379056714763,0.00559580915627,0.00651153913801
58,0,nan,0.00963703608441,nan,0.00963703608441,nan
28,1,0,0.00476014412226,0.00963703608441,0.0062492892592,0.00963703608441
56,0,0,0.0251256911208,0.0134121846195,0.0339272056077,0.015044299918
55,0,0,0.267758779038,0.020867604376,0.305787586213,0.020867604376
12,nan,0,nan,0.00445352976775,nan,0.0060882399647
25,0,0,0.0113393027826,0.00435036991914,0.0113393027826,0.00583951505609
51,0,nan,0.0113393027826,nan,0.0113393027826,nan
50,0,1,0.00636036493217,0.00345505189303,0.00837684371157,0.0056821434127
49,1,1,0.00576421002212,0.00370764626471,0.00687276526551,0.00593473778438
48,0,0,0.0101717545541,0.0116433774837,0.0101717545541,0.0201613411444
47,1,0,0.00634686451309,0.0122236826798,0.00958219542246,0.0207310510676
46,0,nan,0.00769312202463,nan,0.00769312202463,nan
22,0,0,0.00726419212071,0.00769312202463,0.0121799569075,0.00769312202463
21,0,nan,0.0211607869616,nan,0.0211607869616,nan
20,1,nan,0.00901290435913,nan,0.00901290435913,nan
40,0,1,0.00556097858963,0.0040927302027,0.00556097858963,0.00652270150249
39,1,1,0.0459925516226,0.0229811088752,0.0840668019046,0.0332962519121
8,0,nan,0.0061479924988,nan,0.0061479924988,nan
34,0,1,0.00674173511951,0.00302471816911,0.00975122512074,0.00504119694851
33,1,nan,0.0124118194757,nan,0.0124118194757,nan
32,1,1,0.00816447127821,0.0153224628598,0.00816447127821,0.0223294729954
31,1,1,0.107341398591,0.0236297401476,0.110770613139,0.0290132532016
