"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
254,0,0,0.000121546919419,0.00281184435336,0.000131656192929,0.0036804813378
253,0,0,0.000103976278912,0.000118022640026,0.000135522620388,0.000118022640026
252,0,nan,0.000333584651973,nan,0.000333584651973,nan
251,1,0,2.02450017769e-05,0.000278863084235,3.52652843846e-05,0.000331050715575
124,0,nan,0.000942859098966,nan,0.000942859098966,nan
248,0,0,0.000449196305945,0.000338995221399,0.000449196305945,0.000486500757911
123,0,nan,4.24540219161e-05,nan,7.37833911817e-05,nan
60,0,nan,0.00266494059377,nan,0.00266494059377,nan
120,nan,0,nan,0.000958151782796,nan,0.0013750682579
241,0,nan,0.00126962922837,nan,0.00126962922837,nan
59,0,nan,0.000119994012358,nan,0.000168476565701,nan
28,0,nan,0.00753231143033,nan,0.00753231143033,nan
56,nan,0,nan,0.00270816454311,nan,0.00388655656364
113,0,nan,0.00358853881077,nan,0.00358853881077,nan
27,0,nan,0.00033915662997,nan,0.000414183929714,nan
222,1,0,0.000567721616073,0.00980350807803,0.000567721616073,0.0165695510827
221,1,1,0.00131677771126,0.000801517220733,0.00131677771126,0.00106449651952
220,1,1,0.00950882072676,0.000713043692638,0.0110384064381,0.00111414004328
109,0,nan,0.000675681869864,nan,0.00094261415995,nan
108,nan,1,nan,0.00264689227508,nan,0.00409846473982
217,0,0,0.0157773553198,0.00179233553893,0.0178175923173,0.00204594117851
216,1,1,0.0150884673602,0.00311854277807,0.030018514493,0.00410726921879
215,0,0,0.00205648744824,0.00303029979242,0.00265706604696,0.00303029979242
52,0,nan,0.0106847852111,nan,0.0106847852111,nan
210,0,0,0.00124225329212,0.00460453290713,0.00132334073328,0.00460453290713
209,1,nan,0.00847760430792,nan,0.00847760430792,nan
208,0,1,0.0182336689428,0.00345328783471,0.0182336689428,0.00501580951388
207,0,1,0.229661518586,0.00232804100608,0.340027718265,0.00245074917124
11,nan,1,nan,0.00163497213783,nan,0.00166990067918
23,1,nan,0.0119364804146,nan,0.0119364804146,nan
10,0,nan,0.0058844704951,nan,0.0058844704951,nan
42,0,nan,0.00570437432029,nan,0.00570437432029,nan
20,0,nan,0.00460107182721,nan,0.00734421018446,nan
40,1,nan,0.00500218334383,nan,0.00500218334383,nan
162,1,0,0.00910650103558,0.00570154735735,0.0172945667338,0.0073856128016
161,0,nan,0.00527840388981,nan,0.00527840388981,nan
160,0,0,0.0195349304504,0.00940538604606,0.0371747338786,0.0133876626354
159,1,1,0.0286236442006,0.00254947135643,0.0561536294079,0.00254947135643
38,1,nan,0.00667407003534,nan,0.00667407003534,nan
18,0,nan,0.00331664366288,nan,0.00560860118153,nan
36,nan,1,nan,0.0021909805891,nan,0.00379241504369
148,1,nan,0.0143215681032,nan,0.0143215681032,nan
147,1,1,0.00850724694916,0.0245736936298,0.00850724694916,0.0309434302841
35,1,nan,0.0443171532659,nan,0.0443171532659,nan
7,1,nan,0.0498034045837,nan,0.0498034045837,nan
