"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
30,0,nan,0.00083880089704,nan,0.00083880089704,nan
246,1,0,2.86067951884e-06,0.0019769270292,5.32898446666e-06,0.0019769270292
245,0,0,0.000174550234528,2.40741235001e-06,0.000204773935531,2.40741235001e-06
244,0,nan,2.78422471784e-05,nan,2.78422471784e-05,nan
243,0,0,0.000411518707225,2.73990887753e-05,0.000761062379699,2.73990887753e-05
120,0,nan,0.00032200164128,nan,0.00032200164128,nan
240,0,nan,0.000316876418011,nan,0.000316876418011,nan
239,1,0,0.00404254855992,0.000180792692075,0.00689173777504,0.000180792692075
13,0,nan,0.00221781233818,nan,0.00221781233818,nan
222,0,1,2.36582474784e-05,0.00126491818586,2.36582474784e-05,0.00244795800038
221,0,1,0.000184041584996,0.000893448632136,0.000184041584996,0.0011343948498
109,nan,1,nan,0.00113007516899,nan,0.00142081061702
219,0,nan,0.00100212640175,nan,0.00100212640175,nan
108,nan,1,nan,0.00253928043507,nan,0.00321032261274
217,0,nan,0.000268086681334,nan,0.000268086681334,nan
107,0,nan,0.0077386540301,nan,0.0077386540301,nan
25,0,nan,0.00455502897244,nan,0.00455502897244,nan
206,0,nan,0.00617886885122,nan,0.00617886885122,nan
205,0,0,0.00055372738636,0.00042152290655,0.00101417413172,0.00042152290655
50,1,nan,0.000810522625593,nan,0.00106269218401,nan
202,0,nan,0.000132546473937,nan,0.000132546473937,nan
100,1,nan,0.00345450959719,nan,0.00419755724398,nan
99,nan,1,nan,0.00279020940571,nan,0.00405834209282
199,0,nan,0.00890596777203,nan,0.00890596777203,nan
198,1,0,0.00110774588317,0.00152557042954,0.00136240520374,0.00152557042954
197,0,1,3.257147593e-05,0.000518356716175,3.257147593e-05,0.000562313002781
196,0,1,0.000563480646707,0.000678451587842,0.000563480646707,0.000857855371525
195,0,nan,0.00513873400654,nan,0.00513873400654,nan
96,0,nan,0.000384517642341,nan,0.000384517642341,nan
192,1,0,0.0166143136543,0.0159563057664,0.0237820408047,0.0301056141465
191,0,1,0.210088064223,0.00281654189709,0.39777396757,0.00281654189709
10,1,nan,0.00332418772178,nan,0.00332418772178,nan
42,0,nan,0.00297025055393,nan,0.00297025055393,nan
41,nan,1,nan,0.000447020631503,nan,0.000620104700195
83,0,nan,0.000312751581817,nan,0.000312751581817,nan
82,0,nan,0.00149559746769,nan,0.00149559746769,nan
164,0,0,0.00417379560925,0.0307107765481,0.00817009693613,0.0519117638081
163,0,1,0.0451687674623,0.000591574976502,0.0877502912917,0.000929117675916
162,0,1,0.00173247651415,0.000894003923696,0.00173247651415,0.00131084670961
161,1,0,0.000956487691388,0.00094163604996,0.00124288611615,0.00094163604996
160,1,1,0.00569479847981,0.00052672948827,0.00569479847981,0.0005456747112
79,1,nan,0.00278036395421,nan,0.00498337437145,nan
8,0,nan,0.00363295201995,nan,0.00363295201995,nan
70,nan,0,nan,0.00233861887093,nan,0.00241804195963
141,1,1,0.00221796737495,0.00124048567124,0.00221796737495,0.00245472030283
69,nan,1,nan,0.00153015004588,nan,0.00277993802468
139,1,nan,0.00909026740511,nan,0.00909026740511,nan
33,1,nan,0.0330124060173,nan,0.0330124060173,nan
32,1,nan,0.018213754653,nan,0.018213754653,nan
31,nan,1,nan,0.00422164430876,nan,0.00433852719129
128,1,0,0.00098443598578,0.0053857246098,0.00098443598578,0.0063808223663
127,1,0,0.0218696862101,0.00527829649239,0.0329899745889,0.00752339948745
