"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.508260538652,Gender,0.0,0.181818181818
1,0.56881545472,Pclass,2.5,0.181818181818
2,0.505288745267,FamilySize,4.5,0.909090909091
3,0.699524508338,Fare,0.25,0.136363636364
4,0.512495327342,AgeGroup,0.25,0.136363636364
5,0.507904621029,YesMaster,0.0,0.181818181818
6,0.708639234954,FamilySize,4.5,0.636363636364
7,0.605938386666,AgeGroup,-0.25,0.181818181818
8,0.914130208467,FamilySize,3.5,0.454545454545
9,0.515862833288,TicketNumber,2102065.72727,2099921.72727
10,0.592886084354,EmbarkIsQ,0.0,0.181818181818
11,0.505108038081,TicketDashes,1.5,0.363636363636
12,1.0,ThisIsAnEndNode,nan,nan
13,0.823897864507,TicketNumber,74205.5,20711.0
14,0.708639234954,FamilySize,4.5,0.636363636364
15,1.0,ThisIsAnEndNode,nan,nan
16,0.557771963026,AgeGroup,0.25,0.0909090909091
17,1.0,ThisIsAnEndNode,nan,nan
18,0.853078479783,TicketNumber,113770.5,19883.8181818
19,0.518997731478,TicketDots,0.5,0.0909090909091
20,0.526198375082,TicketNumber,2386567.54545,2071471.54545
21,0.556460485524,Parch,1.5,0.545454545455
22,1.0,ThisIsAnEndNode,nan,nan
23,0.503270315534,nTicketStrings,2.5,0.181818181818
24,0.751681295201,TicketDots,0.5,0.0909090909091
25,nan,,nan,nan
26,nan,,nan,nan
27,0.737214873717,TicketNumber,6607.5,2939.63636364
28,1.0,ThisIsAnEndNode,nan,nan
29,0.823897864507,TicketNumber,74205.5,20711.0
30,0.708639234954,FamilySize,4.5,0.636363636364
31,nan,,nan,nan
32,nan,,nan,nan
33,0.574603180327,nTicketStrings,1.5,0.181818181818
34,0.732021535819,CabinNumbers,41.0,9.45454545455
35,nan,,nan,nan
36,nan,,nan,nan
37,0.853469824241,CabinNumbers,26.5,9.0
38,0.522289358207,YesMiss,0.0,0.181818181818
39,0.513843833225,TicketNumber,565626.545455,281741.272727
40,1.0,ThisIsAnEndNode,nan,nan
41,0.521249213508,TicketNumber,568387.090909,253291.090909
42,0.803710425857,SibSp,0.5,0.363636363636
43,0.55567236671,TicketNumber,336723.909091,33405.0909091
44,0.677532192029,SibSp,0.5,0.0909090909091
45,nan,,nan,nan
46,nan,,nan,nan
47,0.504690763631,TicketNumber,2100117.0,2100117.0
48,0.628402028281,TicketNumber,23101288.5,2.18181818182
49,1.0,ThisIsAnEndNode,nan,nan
50,0.736893617478,AgeGroup,0.25,0.136363636364
51,nan,,nan,nan
52,nan,,nan,nan
53,nan,,nan,nan
54,nan,,nan,nan
55,nan,,nan,nan
56,1.0,ThisIsAnEndNode,nan,nan
57,nan,,nan,nan
58,nan,,nan,nan
59,0.737214873717,TicketNumber,6607.5,2939.63636364
60,1.0,ThisIsAnEndNode,nan,nan
61,0.823897864507,TicketNumber,74205.5,20711.0
62,0.708639234954,FamilySize,4.5,0.636363636364
63,nan,,nan,nan
64,nan,,nan,nan
65,nan,,nan,nan
66,nan,,nan,nan
67,0.562336666089,CabinNumbers,16.0,9.27272727273
68,1.0,ThisIsAnEndNode,nan,nan
69,0.712559701998,CabinNumbers,16.5,4.54545454545
70,nan,,nan,nan
71,nan,,nan,nan
72,nan,,nan,nan
73,nan,,nan,nan
74,nan,,nan,nan
75,nan,,nan,nan
76,0.808514726432,CabinC,0.0,0.181818181818
77,nan,,nan,nan
78,nan,,nan,nan
79,0.513239211218,FamilySize,4.5,0.909090909091
80,0.52102348315,TicketNumber,568387.090909,253291.090909
81,nan,,nan,nan
82,nan,,nan,nan
83,0.511008822068,TicketNumber,385096.0,7000.0
84,0.521535623524,TicketNumber,582762.545455,251853.545455
85,1.0,ThisIsAnEndNode,nan,nan
86,nan,,nan,nan
87,0.565054932977,Fare,-0.25,0.0454545454545
88,0.572710180431,TicketNumber,356849.0,5004.09090909
89,1.0,ThisIsAnEndNode,nan,nan
90,0.57049870034,Parch,2.0,0.454545454545
91,nan,,nan,nan
92,nan,,nan,nan
93,nan,,nan,nan
94,nan,,nan,nan
95,0.502693276825,TicketNumber,563875.636364,281937.818182
96,0.513343700537,Fare,0.25,0.181818181818
97,0.82043811858,TicketNumber,23101280.0,1.81818181818
98,nan,,nan,nan
99,nan,,nan,nan
100,nan,,nan,nan
