"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.504522770239,Pclass,1.5,0.181818181818
1,0.564893636425,Gender,0.0,0.181818181818
2,0.506450165583,TicketBeginLetter,0.0,0.181818181818
3,0.845566858971,CabinC,0.0,0.181818181818
4,0.5190186214,TicketNumber,10976.0909091,10283.0909091
5,0.509366780922,Pclass,2.5,0.0909090909091
6,0.541458773975,AgeGroup,-0.25,0.181818181818
7,1.0,ThisIsAnEndNode,nan,nan
8,0.71540886981,CabinNumbers,58.3636363636,11.2727272727
9,0.584300391826,CabinNumbers,10.5454545455,11.5454545455
10,0.511823922954,Fare,-0.5,0.181818181818
11,0.574952246434,CabinNumbers,3.0,9.27272727273
12,0.506998023524,AgeGroup,-0.25,0.181818181818
13,0.753809088375,TicketDots,0.5,0.0909090909091
14,0.530059505666,nTicketStrings,2.5,0.181818181818
15,nan,,nan,nan
16,nan,,nan,nan
17,0.612979054723,TicketNumber,75352.0,9274.0
18,0.863465553601,CabinNumbers,56.0,7.0
19,0.90705155925,FamilySize,1.5,0.181818181818
20,0.567479075473,TicketNumber,5958.90909091,1754.63636364
21,1.0,ThisIsAnEndNode,nan,nan
22,0.514707535595,Fare,0.25,0.0909090909091
23,0.57830267015,AgeGroup,-0.75,0.181818181818
24,0.574952246434,CabinNumbers,3.0,9.27272727273
25,0.611376680815,YesMr,0.0,0.181818181818
26,0.505102953862,Parch,0.5,0.454545454545
27,0.889095273252,Pclass,2.5,0.0909090909091
28,0.841922967454,TicketDashes,0.5,0.363636363636
29,0.542859860152,TicketDots,0.5,0.0909090909091
30,0.697232303788,AgeGroup,0.25,0.0454545454545
31,nan,,nan,nan
32,nan,,nan,nan
33,nan,,nan,nan
34,nan,,nan,nan
35,0.796228020225,Fare,0.75,0.0909090909091
36,nan,,nan,nan
37,nan,,nan,nan
38,1.0,ThisIsAnEndNode,nan,nan
39,1.0,ThisIsAnEndNode,nan,nan
40,nan,,nan,nan
41,1.0,ThisIsAnEndNode,nan,nan
42,0.561547576779,CabinD,0.0,0.181818181818
43,nan,,nan,nan
44,nan,,nan,nan
45,0.582750934233,nTicketStrings,1.5,0.0909090909091
46,0.5859262813,TicketNumber,35208.1818182,9824.72727273
47,1.0,ThisIsAnEndNode,nan,nan
48,0.591103856218,TicketNumber,228050.272727,22604.7272727
49,0.57830267015,AgeGroup,-0.75,0.181818181818
50,0.574952246434,CabinNumbers,3.0,9.27272727273
51,0.527991988735,Fare,-0.25,0.0454545454545
52,1.0,ThisIsAnEndNode,nan,nan
53,0.503556453441,CabinNumbers,18.5,6.72727272727
54,0.607385340015,EmbarkIsQ,0.0,0.181818181818
55,1.0,ThisIsAnEndNode,nan,nan
56,0.920861897872,AgeGroup,-0.75,0.0454545454545
57,1.0,ThisIsAnEndNode,nan,nan
58,0.560260594352,TicketDashes,1.5,0.272727272727
