"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
62,0,nan,0.00182566150651,nan,0.00182566150651,nan
250,0,1,8.37302965908e-06,0.00381648786533,1.31214249044e-05,0.00381648786533
124,0,nan,1.29439143365e-05,nan,2.07398568463e-05,nan
61,0,nan,3.29539853827e-05,nan,5.23923249352e-05,nan
246,0,1,0.0143576772924,0.00658284948038,0.018478186123,0.0129497322857
245,1,0,0.000553314858619,0.00094809880714,0.000848801315293,0.00104418107215
244,0,0,0.000605166608622,0.000120536450247,0.000615426232102,0.000173671900296
243,1,0,0.00121228132751,0.000332031362151,0.00149563667323,0.000336961311096
120,nan,1,nan,0.000236397090823,nan,0.000367421711968
241,1,nan,0.00158273700352,nan,0.00158273700352,nan
119,nan,1,nan,0.00144449465367,nan,0.0025132438147
239,0,0,0.000801772200502,0.00128927628947,0.000801772200502,0.00191551757151
238,1,0,0.000318245857919,0.00595640797939,0.000320130211606,0.0116981563499
237,1,1,0.000357323494321,0.000356160022782,0.000357323494321,0.000610291056635
236,1,1,0.00308559686491,0.0050423522441,0.00551926924305,0.00660565081022
235,1,nan,0.00215031544214,nan,0.00215031544214,nan
57,nan,1,nan,0.000669684476103,nan,0.000948890728541
27,nan,1,nan,0.000483220145599,nan,0.00118098570758
110,1,nan,0.00511161148986,nan,0.00511161148986,nan
54,0,nan,0.000111737987185,nan,0.000217965523793,nan
218,1,nan,0.000347431038892,nan,0.000347431038892,nan
108,0,nan,0.000687276040668,nan,0.000856892989699,nan
107,nan,0,nan,0.000708026342353,nan,0.000986090406837
215,0,1,0.00116256776751,0.000337262556749,0.00214046455657,0.000608970144711
25,nan,1,nan,0.00205441229347,nan,0.00219691065775
51,1,nan,0.0127149809127,nan,0.0127149809127,nan
5,0,nan,0.00123549165033,nan,0.00139054441087,nan
4,nan,0,nan,0.000174192773566,nan,0.00033512282673
9,nan,1,nan,0.000479170947376,nan,0.000605230205036
19,1,nan,0.00135587803074,nan,0.00135587803074,nan
8,1,nan,0.00121539508912,nan,0.00121539508912,nan
34,0,nan,0.00288537784412,nan,0.00288537784412,nan
33,nan,1,nan,0.000460408705891,nan,0.000566303684708
67,nan,0,nan,0.000707027688406,nan,0.00123634755615
32,0,nan,0.00216435217479,nan,0.00216435217479,nan
64,nan,1,nan,0.0149868081033,nan,0.0247469684868
128,1,0,0.0106042949716,0.0125103208914,0.0173412687763,0.0125103208914
127,0,1,0.330610288731,0.0428928256923,0.629456429057,0.0774174098739
