"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
254,1,0,1.9225087281e-08,0.0122843602363,2.17097819284e-08,0.0145941409525
253,0,1,7.81244452181e-06,1.71756625996e-07,7.8438051223e-06,1.71756625996e-07
252,0,1,3.12291815784e-06,1.93071182839e-06,3.25123906904e-06,1.93071182839e-06
251,0,0,1.98578838689e-06,3.71805386834e-06,2.27585052758e-06,3.71805386834e-06
250,0,1,1.6073887403e-06,2.19129000525e-05,2.132450633e-06,2.19129000525e-05
249,1,0,1.37519930396e-06,2.16673613529e-06,2.14427235549e-06,2.16673613529e-06
248,0,nan,6.12416329149e-06,nan,6.12416329149e-06,nan
123,1,nan,3.35463171407e-06,nan,5.52837538038e-06,nan
246,0,1,2.25072063732e-06,0.000250316996567,4.39916229489e-06,0.000250316996567
245,1,0,7.03446948975e-06,3.81296717131e-06,7.33232265603e-06,3.81296717131e-06
244,0,nan,1.07771468809e-05,nan,1.07771468809e-05,nan
121,1,nan,1.59044789067e-05,nan,1.67463448808e-05,nan
120,0,nan,3.04610267212e-05,nan,3.04610267212e-05,nan
59,1,nan,3.8797045041e-05,nan,4.11765339926e-05,nan
28,nan,1,nan,0.000734999150208,nan,0.000755140100575
57,1,nan,0.00917357823675,nan,0.00917357823675,nan
230,0,nan,0.00390879861197,nan,0.00390879861197,nan
229,0,1,0.00325217898287,0.00300908106408,0.00580171819766,0.00596122410064
113,0,nan,0.00671354626449,nan,0.00671354626449,nan
226,1,0,0.0117735802306,0.00234833369876,0.0219426125839,0.00234833369876
225,0,0,0.0147713367685,0.000775574837964,0.0168797371097,0.000869335754876
224,0,0,0.00416950760061,0.00243412420102,0.00416950760061,0.00358958869544
223,1,1,0.219414828731,0.00670237977731,0.438262679103,0.00784845394825
5,0,nan,0.0105233305751,nan,0.0105233305751,nan
10,0,nan,0.00417000663971,nan,0.00417000663971,nan
86,nan,1,nan,0.0100412835198,nan,0.012615107466
172,1,1,0.00376825149302,0.00281190134467,0.00477549084371,0.00435385105238
85,0,nan,0.00417983607849,nan,0.00819644747725,nan
84,0,nan,0.00316197407076,nan,0.00316197407076,nan
83,nan,1,nan,0.00811914683423,nan,0.0126011637122
40,0,nan,0.00150302500133,nan,0.00150302500133,nan
39,nan,0,nan,0.00565365681112,nan,0.0081373330324
160,1,0,0.000681249731856,0.019368444541,0.00124794998128,0.0355256913584
159,1,0,0.0382332249007,7.72734917163e-05,0.070053360155,0.000112745520895
78,1,nan,0.00178238068826,nan,0.00178238068826,nan
38,0,nan,0.00179593148206,nan,0.00265110514734,nan
37,nan,0,nan,0.00201902856058,nan,0.00281945281726
75,1,nan,0.001647424324,nan,0.001647424324,nan
17,1,nan,0.0515719095971,nan,0.0515719095971,nan
70,1,nan,0.00253904989319,nan,0.00253904989319,nan
140,0,1,0.0109742763314,0.00241969148202,0.0179378528347,0.00241969148202
139,1,0,0.00456379960749,0.00291982176785,0.00456379960749,0.00458064671826
68,1,nan,0.00924191995273,nan,0.00924191995273,nan
136,1,nan,0.00316641329513,nan,0.00316641329513,nan
135,0,1,0.00328191693406,0.00178819657385,0.00556624904487,0.00178819657385
15,1,nan,0.0121818829637,nan,0.0121818829637,nan
