"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.517326993173,Gender,0.0,0.181818181818
1,0.594340218932,Pclass,2.5,0.181818181818
2,0.510499586992,Fare,-0.75,0.181818181818
3,0.740640854397,Fare,0.25,0.136363636364
4,0.514532619326,Fare,0.25,0.0909090909091
5,1.0,ThisIsAnEndNode,nan,nan
6,0.506694603585,FamilySize,4.5,0.909090909091
7,0.64113373035,AgeGroup,-0.25,0.181818181818
8,0.92790895015,FamilySize,3.5,0.454545454545
9,0.509454653128,YesMrs,0.0,0.181818181818
10,1.0,ThisIsAnEndNode,nan,nan
11,nan,,nan,nan
12,nan,,nan,nan
13,0.510392980545,YesMaster,0.0,0.181818181818
14,0.741569076761,FamilySize,4.5,0.636363636364
15,1.0,ThisIsAnEndNode,nan,nan
16,0.590530482814,Fare,-0.25,0.0454545454545
17,1.0,ThisIsAnEndNode,nan,nan
18,0.741455390016,CabinNumbers,26.5,9.0
19,0.506446726847,TicketDashes,1.5,0.181818181818
20,0.547103808854,EmbarkIsS,0.0,0.181818181818
21,nan,,nan,nan
22,nan,,nan,nan
23,nan,,nan,nan
24,nan,,nan,nan
25,nan,,nan,nan
26,nan,,nan,nan
27,0.505874654503,TicketDashes,1.5,0.363636363636
28,0.982989704512,FamilySize,3.5,0.272727272727
29,0.851141911108,CabinNumbers,1.5,9.0
30,0.741569076761,FamilySize,4.5,0.636363636364
31,nan,,nan,nan
32,nan,,nan,nan
33,0.771475131169,AgeGroup,0.25,0.0909090909091
34,0.541175404283,FamilySize,3.5,0.454545454545
35,nan,,nan,nan
36,nan,,nan,nan
37,0.671601302003,CabinNumbers,12.5,2.54545454545
38,0.807366866671,SibSp,1.5,0.181818181818
39,0.505801207293,AgeGroup,0.25,0.136363636364
40,1.0,ThisIsAnEndNode,nan,nan
41,0.63359570705,AgeGroup,0.25,0.0909090909091
42,0.588236327736,Parch,0.5,0.454545454545
43,nan,,nan,nan
44,nan,,nan,nan
45,nan,,nan,nan
46,nan,,nan,nan
47,nan,,nan,nan
48,nan,,nan,nan
49,nan,,nan,nan
50,nan,,nan,nan
51,nan,,nan,nan
52,nan,,nan,nan
53,nan,,nan,nan
54,nan,,nan,nan
55,0.504760399964,AgeGroup,0.75,0.136363636364
56,0.680669731101,AgeGroup,0.25,0.136363636364
57,1.0,ThisIsAnEndNode,nan,nan
58,nan,,nan,nan
59,0.870050680615,AgeGroup,-0.25,0.136363636364
60,0.851141911108,CabinNumbers,1.5,9.0
61,0.851141911108,CabinNumbers,1.5,9.0
62,0.741569076761,FamilySize,4.5,0.636363636364
63,nan,,nan,nan
64,nan,,nan,nan
65,nan,,nan,nan
66,nan,,nan,nan
67,0.654521842559,YesMrs,0.0,0.181818181818
68,1.0,ThisIsAnEndNode,nan,nan
69,0.522349308294,SibSp,0.5,0.0909090909091
70,1.0,ThisIsAnEndNode,nan,nan
71,nan,,nan,nan
72,nan,,nan,nan
73,nan,,nan,nan
74,nan,,nan,nan
75,1.0,ThisIsAnEndNode,nan,nan
76,nan,,nan,nan
77,nan,,nan,nan
78,1.0,ThisIsAnEndNode,nan,nan
79,0.504185370577,FamilySize,1.5,0.545454545455
80,nan,,nan,nan
81,nan,,nan,nan
82,nan,,nan,nan
83,0.562365603073,Parch,1.0,0.272727272727
84,1.0,ThisIsAnEndNode,nan,nan
85,0.551457385235,AgeGroup,0.25,0.136363636364
86,0.728961140995,SibSp,0.5,0.0909090909091
87,nan,,nan,nan
88,nan,,nan,nan
89,nan,,nan,nan
90,nan,,nan,nan
91,nan,,nan,nan
92,nan,,nan,nan
93,nan,,nan,nan
94,nan,,nan,nan
95,nan,,nan,nan
96,nan,,nan,nan
97,nan,,nan,nan
98,nan,,nan,nan
99,nan,,nan,nan
100,nan,,nan,nan
101,nan,,nan,nan
102,nan,,nan,nan
103,nan,,nan,nan
104,nan,,nan,nan
105,nan,,nan,nan
106,nan,,nan,nan
107,nan,,nan,nan
108,nan,,nan,nan
109,nan,,nan,nan
110,nan,,nan,nan
111,0.504310006121,YesFancy,0.0,0.181818181818
112,0.626665028101,CabinNumbers,8.54545454545,9.54545454545
113,1.0,ThisIsAnEndNode,nan,nan
114,0.626032400292,SibSp,0.5,0.181818181818
115,nan,,nan,nan
116,nan,,nan,nan
117,nan,,nan,nan
118,nan,,nan,nan
119,nan,,nan,nan
120,1.0,ThisIsAnEndNode,nan,nan
121,0.870050680615,AgeGroup,-0.25,0.136363636364
122,0.851141911108,CabinNumbers,1.5,9.0
123,0.870050680615,AgeGroup,-0.25,0.136363636364
124,0.851141911108,CabinNumbers,1.5,9.0
125,0.851141911108,CabinNumbers,1.5,9.0
126,0.741569076761,FamilySize,4.5,0.636363636364
127,nan,,nan,nan
128,nan,,nan,nan
129,nan,,nan,nan
130,nan,,nan,nan
131,nan,,nan,nan
132,nan,,nan,nan
133,nan,,nan,nan
134,nan,,nan,nan
135,0.633727552493,CabinNumbers,16.0,9.27272727273
136,1.0,ThisIsAnEndNode,nan,nan
137,nan,,nan,nan
138,nan,,nan,nan
139,0.76846002346,TicketBeginLetter,0.0,0.181818181818
140,0.581454773848,TicketBeginLetter,0.0,0.181818181818
141,nan,,nan,nan
142,nan,,nan,nan
143,nan,,nan,nan
144,nan,,nan,nan
145,nan,,nan,nan
146,nan,,nan,nan
147,nan,,nan,nan
148,nan,,nan,nan
149,nan,,nan,nan
150,nan,,nan,nan
151,nan,,nan,nan
152,nan,,nan,nan
153,nan,,nan,nan
154,nan,,nan,nan
155,nan,,nan,nan
156,nan,,nan,nan
157,nan,,nan,nan
158,nan,,nan,nan
159,0.508010625489,Parch,0.5,0.0909090909091
