"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
62,0,nan,0.00334713926975,nan,0.00334713926975,nan
124,nan,0,nan,0.00384134058753,nan,0.0040746419859
249,1,0,0.00474877401271,0.0073222504877,0.00479161328994,0.00920352111084
61,1,nan,0.00317028620268,nan,0.00375595886823,nan
60,0,nan,0.000637279502539,nan,0.000637279502539,nan
29,0,nan,0.000160146066565,nan,0.000300357373922,nan
58,0,nan,0.00135044941602,nan,0.00135044941602,nan
28,0,nan,0.000593098605719,nan,0.00111360644781,nan
56,1,nan,0.000930355931426,nan,0.000930355931426,nan
55,nan,1,nan,0.00139506718569,nan,0.00146333892136
111,nan,1,nan,0.000344603660864,nan,0.000477198736039
12,nan,0,nan,0.000203178794768,nan,0.000241307733664
25,0,nan,0.00060629724767,nan,0.00060629724767,nan
50,0,nan,0.000299199513054,nan,0.000299199513054,nan
24,1,nan,0.000178480157351,nan,0.000349609389058,nan
98,0,nan,0.000166205342235,nan,0.000166205342235,nan
48,1,nan,0.000603058999301,nan,0.00080435204537,nan
194,0,nan,0.000232994754564,nan,0.000232994754564,nan
193,1,nan,0.000920621330512,nan,0.000920621330512,nan
192,1,0,0.00474801323148,0.000706090194067,0.00527605797255,0.000706090194067
191,1,1,0.290289633335,0.00757072530014,0.565724253783,0.00941050470704
94,1,nan,0.00209866283885,nan,0.00209866283885,nan
46,1,nan,0.000214604643141,nan,0.000409723311543,nan
45,nan,1,nan,0.000414653469415,nan,0.000950803518294
21,nan,0,nan,0.000881016577476,nan,0.00136259125669
88,0,nan,0.00076295484312,nan,0.00076295484312,nan
87,1,nan,0.00119246388441,nan,0.00119246388441,nan
42,nan,1,nan,0.000238265016677,nan,0.000453355883433
41,nan,1,nan,0.000240461525958,nan,0.000455313404471
19,1,nan,0.0228307136759,nan,0.0228307136759,nan
18,nan,0,nan,0.00317900874043,nan,0.00385182574448
76,nan,0,nan,0.00173265029116,nan,0.00226692802403
153,0,1,0.00269583342037,0.00517173979231,0.00464585555708,0.00517173979231
75,1,nan,0.00940739544389,nan,0.00940739544389,nan
74,1,nan,0.00433987751501,nan,0.00433987751501,nan
36,1,nan,0.000592309436638,nan,0.000736446152644,nan
72,1,nan,0.00330841753727,nan,0.00330841753727,nan
144,1,0,0.0011072460634,0.03240859163,0.00192545589123,0.0636976868677
143,1,0,0.0620389724584,0.000344745978759,0.107874034429,0.000634146113846
34,nan,1,nan,0.000244941880147,nan,0.000483263752421
69,0,nan,0.000109223820949,nan,0.000109223820949,nan
68,nan,1,nan,0.000122481149671,nan,0.000241632152144
137,0,nan,5.19071019344e-05,nan,5.19071019344e-05,nan
136,0,1,2.47284001251e-05,6.12456800602e-05,2.47284001251e-05,0.000120816214878
135,0,0,0.000147534886805,8.22599460796e-05,0.000221967762911,8.22599460796e-05
32,0,nan,4.50059087991e-06,nan,4.50059087991e-06,nan
31,1,nan,0.00702211444988,nan,0.00702211444988,nan
