"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
254,1,0,2.85867547142e-09,0.0153880268714,4.38137762993e-09,0.0153880268714
253,0,1,2.94208037414e-05,3.02025278067e-08,2.94208037414e-05,3.02025278067e-08
252,1,nan,3.49298799851e-07,nan,3.49298799851e-07,nan
251,0,nan,3.23739359965e-05,nan,3.23739359965e-05,nan
124,1,nan,4.0397165548e-06,nan,4.0397165548e-06,nan
123,0,nan,3.73862633455e-05,nan,3.73862633455e-05,nan
60,1,nan,4.67202001556e-05,nan,4.67202001556e-05,nan
59,0,nan,6.34554005911e-05,nan,6.34554005911e-05,nan
28,1,nan,0.000540329271364,nan,0.000540329271364,nan
27,0,nan,0.0003300318259,nan,0.0003300318259,nan
12,nan,1,nan,0.0012275117092,nan,0.00131195693047
25,1,nan,0.0105140254896,nan,0.0105140254896,nan
24,nan,0,nan,0.00320550276428,nan,0.00613589608159
49,0,nan,0.0150647090537,nan,0.0150647090537,nan
48,nan,1,nan,0.0047801939341,nan,0.00672114866861
97,0,nan,0.0142332443527,nan,0.0142332443527,nan
96,0,nan,0.00329781706277,nan,0.00329781706277,nan
192,0,0,0.00989582978178,0.0387476389653,0.00989582978178,0.0676750650581
191,0,1,0.173837235875,0.0321190062442,0.317713318283,0.0574455957426
46,1,nan,0.00382745900868,nan,0.00382745900868,nan
92,nan,0,nan,0.00403578202152,nan,0.00723143860468
185,0,nan,0.00542179556208,nan,0.00542179556208,nan
184,1,1,0.00041899981732,0.000667023100941,0.000723484177757,0.000667023100941
183,1,0,0.000462338925359,0.000322017714223,0.000462338925359,0.000640187980072
182,1,nan,0.000909002445884,nan,0.000909002445884,nan
181,1,0,0.00656339031372,0.00180459497796,0.00872760201741,0.00243178513196
89,1,nan,0.00113945776954,nan,0.00113945776954,nan
43,1,nan,0.00635112650989,nan,0.00635112650989,nan
20,nan,0,nan,0.00400798580751,nan,0.0056530089861
41,0,nan,0.00508077075973,nan,0.00508077075973,nan
82,0,nan,0.00374360884795,nan,0.00374360884795,nan
81,nan,0,nan,0.00132479594237,nan,0.00213439303137
162,1,0,0.00388943229039,0.00109296665353,0.0039582556176,0.00149228111959
161,0,1,0.0029832103451,0.000657263609296,0.00491408739167,0.000657263609296
160,0,1,0.0109851570887,0.00355862787221,0.0182814505029,0.00355862787221
159,0,1,0.0403702652211,0.00551942411227,0.0668339435084,0.00589201906152
38,nan,1,nan,0.00219329796034,nan,0.00389554100308
154,1,nan,0.00199269534354,nan,0.00199269534354,nan
76,0,nan,0.000800457951947,nan,0.00128646905487,nan
37,1,nan,0.00215945475998,nan,0.00305934848236,nan
17,1,nan,0.0621418144335,nan,0.0621418144335,nan
142,1,1,0.000251659160789,0.0015172586213,0.000288926959307,0.0015172586213
70,0,nan,0.000411168060397,nan,0.000681455988972,nan
34,0,nan,0.00421986860398,nan,0.00465539239109,nan
68,1,nan,0.00891381961478,nan,0.00891381961478,nan
136,1,nan,0.00326891214541,nan,0.00326891214541,nan
135,1,1,0.0243195976889,0.00285180999403,0.0412766949844,0.00285180999403
15,1,nan,0.0119339014221,nan,0.0119339014221,nan
