"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
14,0,nan,0.00716037812824,nan,0.00716037812824,nan
6,0,nan,0.000527034284643,nan,0.000895657717602,nan
26,nan,1,nan,0.00885948283692,nan,0.0116116356374
12,0,nan,0.00440146397598,nan,0.0069205598249,nan
24,nan,1,nan,0.000194327739049,nan,0.000196054127631
202,0,0,3.688875816e-06,0.00431019192753,5.6338904135e-06,0.00431019192753
201,0,0,0.00024830080692,0.00150105455608,0.000372059166711,0.00150105455608
200,0,0,0.00305977227152,0.00189967137096,0.0045990066755,0.00189967137096
199,0,0,0.000113827531969,0.00371626223608,0.000113827531969,0.00570187515783
198,0,0,0.000269582583452,0.00230680811561,0.000444889600611,0.00230680811561
197,0,0,7.95735991806e-05,0.00104316091677,0.000157955514875,0.00156528374831
196,0,0,6.66511392289e-05,0.00940531674474,6.66511392289e-05,0.0145172131291
195,0,0,0.000391629824423,0.000197203174148,0.000391629824423,0.000371029438467
194,0,0,0.00453579682788,0.0184931284738,0.00739704990361,0.0258522906623
193,0,0,0.0570393798292,0.00142188529697,0.089499369019,0.00142188529697
192,1,0,0.00166753514733,0.00140561824812,0.00288790303634,0.00140561824812
191,0,1,0.156647894262,0.0104045164223,0.268918007752,0.0154442421462
22,1,nan,0.000411638608762,nan,0.000411638608762,nan
182,1,0,0.000525631307716,0.00233027883809,0.000982192723978,0.00233027883809
181,1,0,0.000525666665626,0.000451385757714,0.000982255349217,0.000451385757714
180,0,0,0.0012426728464,0.0019229323872,0.0012426728464,0.0030202244723
89,0,nan,0.00141715088726,nan,0.00146288674914,nan
88,0,nan,0.0135072571791,nan,0.0135072571791,nan
176,0,0,0.000203823243805,0.000231253187484,0.000289787404453,0.000231253187484
175,0,nan,0.00203645670839,nan,0.00203645670839,nan
174,1,1,0.00040314843383,0.00305244002179,0.00040314843383,0.0030651252357
86,1,nan,0.000422327974788,nan,0.000434470362262,nan
42,1,nan,0.000864763550863,nan,0.000888528728033,nan
20,1,nan,0.00177071625769,nan,0.00181722965114,nan
40,nan,1,nan,0.0019111403942,nan,0.00370129355374
81,nan,1,nan,0.000955567119919,nan,0.00185063972996
163,0,1,0.00541420954281,0.000955560965603,0.00541420954281,0.00156070966492
80,1,nan,0.00334123830557,nan,0.00334123830557,nan
160,0,1,0.00459356417066,0.00262578198952,0.00871120835888,0.00262578198952
159,1,0,0.0313900282678,0.03491538535,0.0572040855733,0.0592925141578
8,0,nan,0.00544332592019,nan,0.00544332592019,nan
16,nan,1,nan,0.00299509941196,nan,0.00470275285505
68,nan,1,nan,0.00196099116156,nan,0.0034519826783
137,1,nan,0.00504462587482,nan,0.00504462587482,nan
67,1,nan,0.0719042505412,nan,0.0719042505412,nan
134,0,1,5.53537459474e-06,0.00637049476643,5.53537459474e-06,0.00811478257179
133,0,0,9.7383027045e-05,7.37707554244e-05,9.7383027045e-05,0.000100200120539
65,nan,0,nan,0.00235476251315,nan,0.00238204664427
131,0,nan,0.00310846622328,nan,0.00310846622328,nan
130,0,1,0.00041042689167,0.00256121847212,0.000727927773804,0.00256121847212
64,0,nan,0.00287169863598,nan,0.00368280430879,nan
128,1,1,0.0222317394186,0.00452525003182,0.0335808341625,0.00452525003182
127,1,1,0.034634210136,0.000887485122938,0.037884065441,0.00164967437917
