"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.504205603854,FamilySize,7.5,0.909090909091
1,0.50471241068,Fare,0.25,0.181818181818
2,0.659011048152,nTicketStrings,1.5,0.0909090909091
3,0.502597837249,CabinA,0.0,0.181818181818
4,0.641969603625,Gender,0.0,0.181818181818
5,0.542887136522,TicketNumber,347079.5,250382.181818
6,1.0,ThisIsAnEndNode,nan,nan
7,0.502844851194,EmbarkIsC,0.0,0.181818181818
8,0.702379843367,TicketNumber,64907.0,9275.72727273
9,0.927910239131,FamilySize,3.5,0.636363636364
10,0.546186012886,TicketNumber,22001.9090909,10200.4545455
11,0.630216200501,TicketNumber,347079.5,0.454545454545
12,0.542887136522,TicketNumber,347079.5,250382.181818
13,nan,,nan,nan
14,nan,,nan,nan
15,0.504787488,CabinB,0.0,0.181818181818
16,0.545881314804,TicketNumber,32242.3636364,31701.3636364
17,nan,,nan,nan
18,nan,,nan,nan
19,0.951815026908,FamilySize,3.5,0.272727272727
20,0.763027864854,FamilySize,3.5,0.454545454545
21,0.547522589415,CabinD,0.0,0.181818181818
22,0.605204300225,FamilySize,1.5,0.454545454545
23,nan,,nan,nan
24,1.0,ThisIsAnEndNode,nan,nan
25,0.630216200501,TicketNumber,347079.5,0.454545454545
26,0.542887136522,TicketNumber,347079.5,250382.181818
27,nan,,nan,nan
28,nan,,nan,nan
29,nan,,nan,nan
30,nan,,nan,nan
31,0.504079121262,TicketDashes,3.5,0.363636363636
32,0.862892490924,TicketNumber,112055.5,10214.0909091
33,0.555439688696,YesMrs,0.0,0.181818181818
34,0.550568196864,TicketNumber,33687.8181818,31556.8181818
35,nan,,nan,nan
36,nan,,nan,nan
37,nan,,nan,nan
38,nan,,nan,nan
39,1.0,ThisIsAnEndNode,nan,nan
40,0.775276517643,TicketNumber,113770.5,19883.8181818
41,1.0,ThisIsAnEndNode,nan,nan
42,0.71110848722,TicketNumber,113770.5,19883.8181818
43,0.556206065537,nTicketStrings,1.5,0.0909090909091
44,1.0,ThisIsAnEndNode,nan,nan
45,0.887269845338,EmbarkIsS,0.0,0.181818181818
46,0.561762729248,TicketNumber,21936.9090909,9186.90909091
47,nan,,nan,nan
48,nan,,nan,nan
49,nan,,nan,nan
50,nan,,nan,nan
51,nan,,nan,nan
52,1.0,ThisIsAnEndNode,nan,nan
53,0.630216200501,TicketNumber,347079.5,0.454545454545
54,0.542887136522,TicketNumber,347079.5,250382.181818
55,nan,,nan,nan
56,nan,,nan,nan
57,nan,,nan,nan
58,nan,,nan,nan
59,nan,,nan,nan
60,nan,,nan,nan
61,nan,,nan,nan
62,nan,,nan,nan
63,0.503930313793,YesRev,0.0,0.181818181818
64,1.0,ThisIsAnEndNode,nan,nan
65,0.862892490924,TicketNumber,112055.5,10214.0909091
66,nan,,nan,nan
67,0.592322298836,FamilySize,2.5,0.272727272727
68,0.718447754519,Parch,0.5,0.272727272727
69,0.560095937701,Fare,-0.25,0.0909090909091
70,0.664028626553,nTicketStrings,1.5,0.0909090909091
71,nan,,nan,nan
72,nan,,nan,nan
73,nan,,nan,nan
74,nan,,nan,nan
75,nan,,nan,nan
76,nan,,nan,nan
77,nan,,nan,nan
78,nan,,nan,nan
79,nan,,nan,nan
80,nan,,nan,nan
81,nan,,nan,nan
82,nan,,nan,nan
83,nan,,nan,nan
84,nan,,nan,nan
85,0.711992244692,YesMrs,0.0,0.181818181818
86,nan,,nan,nan
87,0.572443659033,CabinB,0.0,0.181818181818
88,0.701126770564,YesFancy,0.0,0.181818181818
89,nan,,nan,nan
90,nan,,nan,nan
91,0.787052398254,TicketNumber,17601.0,428.272727273
92,1.0,ThisIsAnEndNode,nan,nan
93,0.596255292898,CabinC,0.0,0.181818181818
94,0.571067292837,CabinB,0.0,0.181818181818
95,nan,,nan,nan
96,nan,,nan,nan
97,nan,,nan,nan
98,nan,,nan,nan
99,nan,,nan,nan
100,nan,,nan,nan
101,nan,,nan,nan
102,nan,,nan,nan
103,nan,,nan,nan
104,nan,,nan,nan
105,nan,,nan,nan
106,nan,,nan,nan
107,nan,,nan,nan
108,1.0,ThisIsAnEndNode,nan,nan
109,0.630216200501,TicketNumber,347079.5,0.454545454545
110,0.542887136522,TicketNumber,347079.5,250382.181818
111,nan,,nan,nan
112,nan,,nan,nan
113,nan,,nan,nan
114,nan,,nan,nan
115,nan,,nan,nan
116,nan,,nan,nan
117,nan,,nan,nan
118,nan,,nan,nan
119,nan,,nan,nan
120,nan,,nan,nan
121,nan,,nan,nan
122,nan,,nan,nan
123,nan,,nan,nan
124,nan,,nan,nan
125,nan,,nan,nan
126,nan,,nan,nan
127,0.504079134062,CabinE,0.0,0.181818181818
128,1.0,ThisIsAnEndNode,nan,nan
129,nan,,nan,nan
130,nan,,nan,nan
131,0.862892490924,TicketNumber,112055.5,10214.0909091
132,nan,,nan,nan
133,nan,,nan,nan
134,nan,,nan,nan
135,0.620665681718,TicketNumber,13285.4545455,1442.18181818
136,0.749943341823,TicketNumber,2661.5,56.0
137,1.0,ThisIsAnEndNode,nan,nan
138,nan,,nan,nan
139,0.653809394886,YesMrs,0.0,0.181818181818
140,0.617949816007,nTicketStrings,1.5,0.0909090909091
141,0.614141875605,Gender,0.0,0.181818181818
142,0.886023973945,TicketNumber,17600.5,1.54545454545
143,nan,,nan,nan
144,nan,,nan,nan
145,nan,,nan,nan
146,nan,,nan,nan
147,nan,,nan,nan
148,nan,,nan,nan
149,nan,,nan,nan
150,nan,,nan,nan
151,nan,,nan,nan
152,nan,,nan,nan
153,nan,,nan,nan
154,nan,,nan,nan
155,nan,,nan,nan
156,nan,,nan,nan
157,nan,,nan,nan
158,nan,,nan,nan
159,nan,,nan,nan
160,nan,,nan,nan
161,nan,,nan,nan
162,nan,,nan,nan
163,nan,,nan,nan
164,nan,,nan,nan
165,nan,,nan,nan
166,nan,,nan,nan
167,nan,,nan,nan
168,nan,,nan,nan
169,nan,,nan,nan
170,nan,,nan,nan
171,0.865981357477,nTicketStrings,1.5,0.0909090909091
172,nan,,nan,nan
173,nan,,nan,nan
174,nan,,nan,nan
175,0.532195072187,TicketNumber,12407.0,1672.27272727
176,1.0,ThisIsAnEndNode,nan,nan
177,0.879448754825,CabinB,0.0,0.181818181818
178,nan,,nan,nan
179,nan,,nan,nan
180,nan,,nan,nan
181,nan,,nan,nan
182,nan,,nan,nan
183,0.787052398254,TicketNumber,17601.0,428.272727273
184,nan,,nan,nan
185,nan,,nan,nan
186,nan,,nan,nan
187,0.745712707507,TicketDashes,1.0,0.272727272727
188,0.605374977478,TicketNumber,17517.5,234.090909091
189,0.552834197107,YesFancy,0.0,0.181818181818
190,0.946951114162,TicketNumber,65632.0,9108.45454545
191,nan,,nan,nan
192,nan,,nan,nan
193,nan,,nan,nan
194,nan,,nan,nan
195,nan,,nan,nan
196,nan,,nan,nan
197,nan,,nan,nan
198,nan,,nan,nan
199,nan,,nan,nan
200,nan,,nan,nan
201,nan,,nan,nan
202,nan,,nan,nan
203,nan,,nan,nan
204,nan,,nan,nan
205,nan,,nan,nan
206,nan,,nan,nan
207,nan,,nan,nan
208,nan,,nan,nan
209,nan,,nan,nan
210,nan,,nan,nan
211,nan,,nan,nan
212,nan,,nan,nan
213,nan,,nan,nan
214,nan,,nan,nan
215,nan,,nan,nan
216,nan,,nan,nan
217,nan,,nan,nan
218,nan,,nan,nan
219,nan,,nan,nan
220,1.0,ThisIsAnEndNode,nan,nan
221,0.630216200501,TicketNumber,347079.5,0.454545454545
222,0.542887136522,TicketNumber,347079.5,250382.181818
223,nan,,nan,nan
224,nan,,nan,nan
225,nan,,nan,nan
226,nan,,nan,nan
227,nan,,nan,nan
228,nan,,nan,nan
229,nan,,nan,nan
230,nan,,nan,nan
231,nan,,nan,nan
232,nan,,nan,nan
233,nan,,nan,nan
234,nan,,nan,nan
235,nan,,nan,nan
236,nan,,nan,nan
237,nan,,nan,nan
238,nan,,nan,nan
239,nan,,nan,nan
240,nan,,nan,nan
241,nan,,nan,nan
242,nan,,nan,nan
243,nan,,nan,nan
244,nan,,nan,nan
245,nan,,nan,nan
246,nan,,nan,nan
247,nan,,nan,nan
248,nan,,nan,nan
249,nan,,nan,nan
250,nan,,nan,nan
251,nan,,nan,nan
252,nan,,nan,nan
253,nan,,nan,nan
254,nan,,nan,nan
