"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.519271908167,Gender,0.0,0.181818181818
1,0.582288590552,Fare,0.25,0.136363636364
2,0.516118439559,FamilySize,4.5,0.909090909091
3,0.519678499673,CabinNumbers,10.0909090909,11.0909090909
4,0.906093924213,SibSp,4.0,0.727272727273
5,0.519919071555,YesMaster,0.0,0.181818181818
6,0.930421208401,FamilySize,4.5,0.636363636364
7,0.514499659274,AgeGroup,0.75,0.181818181818
8,0.740787313335,TicketNumber,249516.727273,35644.8181818
9,0.92610451636,FamilySize,3.5,0.454545454545
10,1.0,ThisIsAnEndNode,nan,nan
11,0.515857084339,TicketDashes,1.5,0.363636363636
12,0.978643654392,SibSp,1.5,0.272727272727
13,0.898251920865,CabinNumbers,1.5,9.0
14,0.930421208401,FamilySize,4.5,0.636363636364
15,0.509769030465,AgeGroup,-0.25,0.136363636364
16,1.0,ThisIsAnEndNode,nan,nan
17,0.845320156012,CabinNumbers,74.9090909091,9.36363636364
18,0.889936684329,CabinNumbers,19.5,10.6363636364
19,1.0,ThisIsAnEndNode,nan,nan
20,0.848357730422,TicketNumber,113770.5,19883.8181818
21,nan,,nan,nan
22,nan,,nan,nan
23,0.508118966936,AgeGroup,0.75,0.136363636364
24,0.852118269121,TicketNumber,281940.090909,281937.090909
25,1.0,ThisIsAnEndNode,nan,nan
26,nan,,nan,nan
27,0.955072660815,AgeGroup,-0.75,0.136363636364
28,0.898251920865,CabinNumbers,1.5,9.0
29,0.898251920865,CabinNumbers,1.5,9.0
30,0.930421208401,FamilySize,4.5,0.636363636364
31,0.553792501557,TicketNumber,283525.272727,281777.272727
32,0.516731605335,EmbarkIsS,0.0,0.181818181818
33,nan,,nan,nan
34,nan,,nan,nan
35,0.830574525069,Fare,-0.25,0.0454545454545
36,0.715451276036,AgeGroup,0.25,0.0909090909091
37,nan,,nan,nan
38,1.0,ThisIsAnEndNode,nan,nan
39,nan,,nan,nan
40,nan,,nan,nan
41,0.785930337122,CabinNumbers,26.5,9.0
42,0.502540100784,YesMiss,0.0,0.181818181818
43,nan,,nan,nan
44,nan,,nan,nan
45,nan,,nan,nan
46,nan,,nan,nan
47,0.508521708108,SibSp,1.5,0.181818181818
48,0.637454881038,CabinNumbers,8.54545454545,9.54545454545
49,0.896752354013,TicketNumber,94276.8181818,47136.9090909
50,0.789185817458,TicketNumber,294903.727273,280640.727273
51,nan,,nan,nan
52,nan,,nan,nan
53,nan,,nan,nan
54,nan,,nan,nan
55,nan,,nan,nan
56,1.0,ThisIsAnEndNode,nan,nan
57,0.955072660815,AgeGroup,-0.75,0.136363636364
58,0.898251920865,CabinNumbers,1.5,9.0
59,0.955072660815,AgeGroup,-0.75,0.136363636364
60,0.898251920865,CabinNumbers,1.5,9.0
61,0.898251920865,CabinNumbers,1.5,9.0
62,0.930421208401,FamilySize,4.5,0.636363636364
63,0.560152934161,TicketNumber,285633.818182,35485.7272727
64,0.623639355353,TicketNumber,305899.818182,279539.818182
65,0.639048323453,TicketNumber,347911.909091,34737.0909091
66,0.523010522025,TicketDots,0.5,0.0909090909091
67,nan,,nan,nan
68,nan,,nan,nan
69,nan,,nan,nan
70,nan,,nan,nan
71,nan,,nan,nan
72,1.0,ThisIsAnEndNode,nan,nan
73,1.0,ThisIsAnEndNode,nan,nan
74,nan,,nan,nan
75,nan,,nan,nan
76,nan,,nan,nan
77,nan,,nan,nan
78,nan,,nan,nan
79,nan,,nan,nan
80,nan,,nan,nan
81,nan,,nan,nan
82,nan,,nan,nan
83,nan,,nan,nan
84,0.732517057902,CabinC,0.0,0.181818181818
85,nan,,nan,nan
86,nan,,nan,nan
87,nan,,nan,nan
88,nan,,nan,nan
89,nan,,nan,nan
90,nan,,nan,nan
91,nan,,nan,nan
92,nan,,nan,nan
93,nan,,nan,nan
94,nan,,nan,nan
95,0.504562098616,CabinD,0.0,0.181818181818
96,1.0,ThisIsAnEndNode,nan,nan
97,0.739337143278,CabinNumbers,2.0,1.63636363636
98,0.573288820704,nTicketStrings,1.5,0.0909090909091
99,1.0,ThisIsAnEndNode,nan,nan
100,0.786735381703,TicketNumber,407822.5,42396.0909091
101,0.845039637765,TicketNumber,60103.5454545,45840.5454545
102,0.696523550367,AgeGroup,0.25,0.136363636364
103,nan,,nan,nan
104,nan,,nan,nan
105,nan,,nan,nan
106,nan,,nan,nan
107,nan,,nan,nan
108,nan,,nan,nan
109,nan,,nan,nan
110,nan,,nan,nan
111,nan,,nan,nan
112,nan,,nan,nan
113,nan,,nan,nan
114,nan,,nan,nan
115,nan,,nan,nan
116,1.0,ThisIsAnEndNode,nan,nan
117,0.955072660815,AgeGroup,-0.75,0.136363636364
118,0.898251920865,CabinNumbers,1.5,9.0
119,nan,,nan,nan
120,1.0,ThisIsAnEndNode,nan,nan
121,0.955072660815,AgeGroup,-0.75,0.136363636364
122,0.898251920865,CabinNumbers,1.5,9.0
123,0.955072660815,AgeGroup,-0.75,0.136363636364
124,0.898251920865,CabinNumbers,1.5,9.0
125,0.898251920865,CabinNumbers,1.5,9.0
126,0.930421208401,FamilySize,4.5,0.636363636364
127,0.696987189417,EmbarkIsC,0.0,0.181818181818
128,0.542454135265,Fare,-0.25,0.0454545454545
129,0.642123966353,TicketNumber,259097.909091,33248.2727273
130,0.561512281147,TicketNumber,491150.727273,261014.727273
131,0.647033319317,Parch,0.5,0.272727272727
132,0.633526787517,TicketNumber,340324.454545,4702.72727273
133,0.554311885811,nTicketStrings,1.5,0.0909090909091
134,0.794473661957,YesMiss,0.0,0.181818181818
135,nan,,nan,nan
136,nan,,nan,nan
137,nan,,nan,nan
138,nan,,nan,nan
139,nan,,nan,nan
140,nan,,nan,nan
141,nan,,nan,nan
142,nan,,nan,nan
143,nan,,nan,nan
144,nan,,nan,nan
145,nan,,nan,nan
146,nan,,nan,nan
147,nan,,nan,nan
148,nan,,nan,nan
149,nan,,nan,nan
150,nan,,nan,nan
151,nan,,nan,nan
152,nan,,nan,nan
153,nan,,nan,nan
154,nan,,nan,nan
155,nan,,nan,nan
156,nan,,nan,nan
157,nan,,nan,nan
158,nan,,nan,nan
159,nan,,nan,nan
160,nan,,nan,nan
161,nan,,nan,nan
162,nan,,nan,nan
163,nan,,nan,nan
164,nan,,nan,nan
165,nan,,nan,nan
166,nan,,nan,nan
167,nan,,nan,nan
168,nan,,nan,nan
169,1.0,ThisIsAnEndNode,nan,nan
170,nan,,nan,nan
171,nan,,nan,nan
172,nan,,nan,nan
173,nan,,nan,nan
174,nan,,nan,nan
175,nan,,nan,nan
176,nan,,nan,nan
177,nan,,nan,nan
178,nan,,nan,nan
179,nan,,nan,nan
180,nan,,nan,nan
181,nan,,nan,nan
182,nan,,nan,nan
183,nan,,nan,nan
184,nan,,nan,nan
185,nan,,nan,nan
186,nan,,nan,nan
187,nan,,nan,nan
188,nan,,nan,nan
189,nan,,nan,nan
190,nan,,nan,nan
191,0.504973673715,YesRev,0.0,0.181818181818
192,0.65872582225,CabinNumbers,30.5454545455,5.09090909091
193,nan,,nan,nan
194,nan,,nan,nan
195,0.88987639746,FamilySize,1.5,0.181818181818
196,nan,,nan,nan
197,0.610662902358,CabinNumbers,24.6363636364,8.81818181818
198,1.0,ThisIsAnEndNode,nan,nan
199,nan,,nan,nan
200,nan,,nan,nan
201,nan,,nan,nan
202,nan,,nan,nan
203,1.0,ThisIsAnEndNode,nan,nan
204,0.801609550345,TicketNumber,62817.1818182,45569.1818182
205,1.0,ThisIsAnEndNode,nan,nan
206,0.781460120135,TicketNumber,451642.0,279035.363636
207,nan,,nan,nan
208,nan,,nan,nan
209,nan,,nan,nan
210,nan,,nan,nan
211,nan,,nan,nan
212,nan,,nan,nan
213,nan,,nan,nan
214,nan,,nan,nan
215,nan,,nan,nan
216,nan,,nan,nan
217,nan,,nan,nan
218,nan,,nan,nan
219,nan,,nan,nan
220,nan,,nan,nan
221,nan,,nan,nan
222,nan,,nan,nan
223,nan,,nan,nan
224,nan,,nan,nan
225,nan,,nan,nan
226,nan,,nan,nan
227,nan,,nan,nan
228,nan,,nan,nan
229,nan,,nan,nan
230,nan,,nan,nan
231,nan,,nan,nan
232,nan,,nan,nan
233,nan,,nan,nan
234,nan,,nan,nan
235,nan,,nan,nan
236,1.0,ThisIsAnEndNode,nan,nan
237,0.955072660815,AgeGroup,-0.75,0.136363636364
238,0.898251920865,CabinNumbers,1.5,9.0
239,nan,,nan,nan
240,nan,,nan,nan
241,nan,,nan,nan
242,nan,,nan,nan
243,nan,,nan,nan
244,1.0,ThisIsAnEndNode,nan,nan
245,0.955072660815,AgeGroup,-0.75,0.136363636364
246,0.898251920865,CabinNumbers,1.5,9.0
247,nan,,nan,nan
248,1.0,ThisIsAnEndNode,nan,nan
