"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
6,0,nan,0.00250691046356,nan,0.00250691046356,nan
110,0,nan,0.00157624413228,nan,0.00157624413228,nan
220,1,1,0.0116741877993,0.00349822981946,0.0145383625165,0.00696189324542
219,1,0,0.00498586966554,0.00359625852912,0.00689760883111,0.00359625852912
108,nan,1,nan,0.00308256109448,nan,0.00364990710757
217,0,nan,0.000809682429354,nan,0.000809682429354,nan
107,0,nan,0.0172778192468,nan,0.0172778192468,nan
214,1,0,0.00135185798877,0.00168607392966,0.00135198877781,0.00247730871202
213,1,1,0.00168964063797,0.000747938642439,0.00168964063797,0.000854223048428
105,nan,1,nan,0.00144305551098,nan,0.0016542179493
211,1,nan,0.00390839243773,nan,0.00390839243773,nan
51,nan,1,nan,0.00279658024111,nan,0.00321616301933
103,1,nan,0.00912343157955,nan,0.00912343157955,nan
50,0,nan,0.00480916347167,nan,0.00480916347167,nan
202,1,0,0.000597098645933,0.0161054984478,0.00077262408311,0.0250785366885
201,1,0,0.000661368054385,0.000412598710585,0.000783475431947,0.000731465685967
200,1,0,0.000867925046253,0.00145193264893,0.00110271568278,0.00145193264893
199,1,0,0.227480481166,0.016099111829,0.439386145501,0.023778824325
198,0,nan,0.00230172913215,nan,0.00230172913215,nan
197,1,0,0.00190577026416,0.00409669307623,0.00190577026416,0.0065998926079
196,1,1,0.000580486326597,0.00330417376686,0.000597927137193,0.00330417376686
195,1,1,0.000529664614806,0.000596596331628,0.000558401730597,0.000596596331628
47,nan,0,nan,0.00230464598107,nan,0.00282507940648
95,0,nan,0.017140674564,nan,0.017140674564,nan
190,1,1,0.00269491352038,0.00287071223696,0.00509597514909,0.00287071223696
189,1,1,0.00298987589297,0.000115538453793,0.00563017373468,0.000115538453793
188,1,nan,0.000242588891206,nan,0.000242588891206,nan
187,1,1,0.00597953715724,0.000186220482189,0.0115232059952,0.000186220482189
92,1,nan,0.000509348777007,nan,0.000509348777007,nan
184,1,1,0.0010855707339,0.000245547439306,0.00209201061222,0.000245547439306
183,1,0,0.00277371567354,0.00881861534168,0.00458835643755,0.017518486544
44,1,nan,0.00106944788506,nan,0.00106944788506,nan
178,1,1,0.000197082782048,0.000329561482637,0.000379799545671,0.000329561482637
177,1,0,0.000510275152315,0.00160099861858,0.000839718862448,0.00318043952138
176,1,0,0.0174326139403,0.00182496307835,0.0341235479289,0.00265892653567
175,1,1,0.0045312514468,0.00129172918112,0.00834133957269,0.00129172918112
20,1,nan,0.0022454530775,nan,0.0022454530775,nan
166,1,1,3.57799098361e-05,0.000451748364295,6.89517032319e-05,0.000451748364295
165,1,0,0.000104349855273,0.000290657487301,0.000164159576458,0.000577401222631
164,1,0,0.00316484955463,0.000331317701724,0.00619504887996,0.000482721781773
163,1,1,0.000822637911472,0.000247329385842,0.00151435033909,0.000247329385842
162,0,1,0.00230305032765,0.0017510210997,0.00230305032765,0.00327973201807
161,1,0,0.0311373538259,0.00826553021753,0.0579167375448,0.0137303495017
160,1,nan,0.00271060268514,nan,0.00271060268514,nan
159,1,0,0.00171285207869,0.00799980459765,0.00171285207869,0.0158009387995
38,1,nan,0.00506378850841,nan,0.00506378850841,nan
18,1,nan,0.000121705024703,nan,0.000225179376744,nan
17,nan,0,nan,0.00200792898176,nan,0.0023604138198
72,nan,0,nan,0.000512598138053,nan,0.000631769398308
145,1,1,0.000395134049649,0.00122775468014,0.000625626895965,0.00122775468014
71,nan,1,nan,0.00110872597768,nan,0.00190936046158
7,1,nan,0.0203030264143,nan,0.0203030264143,nan
