"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.503151339981,Pclass,2.5,0.181818181818
1,0.522564241999,Gender,0.0,0.181818181818
2,0.505059086095,CabinE,0.0,0.181818181818
3,0.633527922321,Fare,0.25,0.136363636364
4,0.514185320963,Fare,-0.75,0.181818181818
5,0.504632554814,CabinNumbers,22.0,6.72727272727
6,1.0,ThisIsAnEndNode,nan,nan
7,0.554218937514,AgeGroup,-0.25,0.181818181818
8,0.911997171256,FamilySize,3.5,0.454545454545
9,1.0,ThisIsAnEndNode,nan,nan
10,0.510299323031,Fare,-0.25,0.136363636364
11,0.503886396587,EmbarkIsS,0.0,0.181818181818
12,1.0,ThisIsAnEndNode,nan,nan
13,nan,,nan,nan
14,nan,,nan,nan
15,1.0,ThisIsAnEndNode,nan,nan
16,0.527784347621,AgeGroup,0.25,0.0909090909091
17,1.0,ThisIsAnEndNode,nan,nan
18,0.772275209391,CabinNumbers,26.5,9.0
19,nan,,nan,nan
20,nan,,nan,nan
21,0.581782829594,AgeGroup,0.25,0.181818181818
22,0.522599874579,nTicketStrings,1.5,0.0909090909091
23,0.533644176024,AgeGroup,0.25,0.181818181818
24,0.503817368313,SibSp,1.5,0.727272727273
25,nan,,nan,nan
26,nan,,nan,nan
27,nan,,nan,nan
28,nan,,nan,nan
29,nan,,nan,nan
30,nan,,nan,nan
31,nan,,nan,nan
32,nan,,nan,nan
33,0.553903399486,nTicketStrings,1.5,0.181818181818
34,0.65415861732,CabinNumbers,41.0,9.45454545455
35,nan,,nan,nan
36,nan,,nan,nan
37,0.657553977753,CabinC,0.0,0.181818181818
38,0.805730555168,SibSp,1.5,0.181818181818
39,nan,,nan,nan
40,nan,,nan,nan
41,nan,,nan,nan
42,nan,,nan,nan
43,0.925518351525,TicketDots,0.5,0.0909090909091
44,0.610675620943,AgeGroup,0.75,0.0454545454545
45,0.520650339933,CabinD,0.0,0.181818181818
46,0.660815697637,CabinD,0.0,0.181818181818
47,0.522374208249,SibSp,1.5,0.363636363636
48,1.0,ThisIsAnEndNode,nan,nan
49,0.50433492409,SibSp,1.5,0.181818181818
50,0.523668586339,SibSp,1.5,0.636363636364
51,nan,,nan,nan
52,nan,,nan,nan
53,nan,,nan,nan
54,nan,,nan,nan
55,nan,,nan,nan
56,nan,,nan,nan
57,nan,,nan,nan
58,nan,,nan,nan
59,nan,,nan,nan
60,nan,,nan,nan
61,nan,,nan,nan
62,nan,,nan,nan
63,nan,,nan,nan
64,nan,,nan,nan
65,nan,,nan,nan
66,nan,,nan,nan
67,0.544525285056,CabinNumbers,16.0,9.27272727273
68,1.0,ThisIsAnEndNode,nan,nan
69,0.724999444606,YesMiss,0.0,0.181818181818
70,nan,,nan,nan
71,nan,,nan,nan
72,nan,,nan,nan
73,nan,,nan,nan
74,nan,,nan,nan
75,1.0,ThisIsAnEndNode,nan,nan
76,nan,,nan,nan
77,nan,,nan,nan
78,1.0,ThisIsAnEndNode,nan,nan
79,nan,,nan,nan
80,nan,,nan,nan
81,nan,,nan,nan
82,nan,,nan,nan
83,nan,,nan,nan
84,nan,,nan,nan
85,nan,,nan,nan
86,nan,,nan,nan
87,0.971463949468,SibSp,0.5,0.181818181818
88,nan,,nan,nan
89,0.630189968362,nTicketStrings,1.5,0.0909090909091
90,0.668980463335,TicketDashes,1.0,0.272727272727
91,0.517756986188,AgeGroup,-0.25,0.181818181818
92,0.763862840767,AgeGroup,0.25,0.136363636364
93,0.701184540674,SibSp,1.5,0.181818181818
94,1.0,ThisIsAnEndNode,nan,nan
95,0.513990942497,Fare,-0.25,0.0909090909091
96,0.942910195854,YesMiss,0.0,0.181818181818
97,nan,,nan,nan
98,nan,,nan,nan
99,0.503098081677,TicketDashes,1.5,0.363636363636
100,1.0,ThisIsAnEndNode,nan,nan
101,0.530660894615,SibSp,1.5,0.0909090909091
102,0.523668586339,SibSp,1.5,0.636363636364
103,nan,,nan,nan
104,nan,,nan,nan
105,nan,,nan,nan
106,nan,,nan,nan
107,nan,,nan,nan
108,nan,,nan,nan
109,nan,,nan,nan
110,nan,,nan,nan
111,nan,,nan,nan
112,nan,,nan,nan
113,nan,,nan,nan
114,nan,,nan,nan
115,nan,,nan,nan
116,nan,,nan,nan
117,nan,,nan,nan
118,nan,,nan,nan
119,nan,,nan,nan
120,nan,,nan,nan
121,nan,,nan,nan
122,nan,,nan,nan
123,nan,,nan,nan
124,nan,,nan,nan
125,nan,,nan,nan
126,nan,,nan,nan
127,nan,,nan,nan
128,nan,,nan,nan
129,nan,,nan,nan
130,nan,,nan,nan
131,nan,,nan,nan
132,nan,,nan,nan
133,nan,,nan,nan
134,nan,,nan,nan
135,0.536368482074,FamilySize,2.5,0.454545454545
136,1.0,ThisIsAnEndNode,nan,nan
137,nan,,nan,nan
138,nan,,nan,nan
139,1.0,ThisIsAnEndNode,nan,nan
140,0.515989501684,EmbarkIsS,0.0,0.181818181818
141,nan,,nan,nan
142,nan,,nan,nan
143,nan,,nan,nan
144,nan,,nan,nan
