"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.501729050154,Fare,0.25,0.181818181818
1,0.50147213083,CabinB,0.0,0.181818181818
2,0.582434054945,Gender,0.0,0.181818181818
3,0.501343675192,CabinG,0.0,0.181818181818
4,0.804305741945,YesMr,0.0,0.181818181818
5,0.88064950459,Parch,1.5,0.545454545455
6,0.524438240152,SibSp,1.5,0.727272727273
7,0.501997491613,AgeGroup,-0.75,0.181818181818
8,0.764988089875,Parch,0.5,0.181818181818
9,nan,,nan,nan
10,1.0,ThisIsAnEndNode,nan,nan
11,0.885683640634,Parch,1.5,0.181818181818
12,0.708455535768,Pclass,2.5,0.181818181818
13,0.521438627201,TicketNumber,22001.9090909,10200.4545455
14,0.567549048922,SibSp,1.5,0.636363636364
15,0.756457952757,SibSp,2.5,0.363636363636
16,0.501501610916,CabinNumbers,12.5454545455,13.5454545455
17,1.0,ThisIsAnEndNode,nan,nan
18,nan,,nan,nan
19,nan,,nan,nan
20,nan,,nan,nan
21,nan,,nan,nan
22,nan,,nan,nan
23,1.0,ThisIsAnEndNode,nan,nan
24,0.66278614931,CabinNumbers,26.5,9.0
25,0.802646333525,CabinC,0.0,0.181818181818
26,1.0,ThisIsAnEndNode,nan,nan
27,0.543697380945,CabinNumbers,91.3636363636,11.5454545455
28,0.562004185846,CabinNumbers,91.3636363636,11.5454545455
29,0.551526327621,CabinD,0.0,0.181818181818
30,0.567549048922,SibSp,1.5,0.636363636364
31,0.97137985684,TicketDashes,1.0,0.181818181818
32,0.623590963186,TicketNumber,347079.5,250383.454545
33,0.504832860004,CabinNumbers,8.45454545455,2.36363636364
34,0.548438715881,CabinNumbers,13.4545454545,13.4545454545
35,nan,,nan,nan
36,nan,,nan,nan
37,nan,,nan,nan
38,nan,,nan,nan
39,nan,,nan,nan
40,nan,,nan,nan
41,nan,,nan,nan
42,nan,,nan,nan
43,nan,,nan,nan
44,nan,,nan,nan
45,nan,,nan,nan
46,nan,,nan,nan
47,nan,,nan,nan
48,nan,,nan,nan
49,0.645516164552,AgeGroup,0.25,0.136363636364
50,0.865899312173,CabinNumbers,26.5,6.90909090909
51,1.0,ThisIsAnEndNode,nan,nan
52,0.848659751947,CabinNumbers,26.5,10.7272727273
53,nan,,nan,nan
54,nan,,nan,nan
55,0.532735191516,CabinNumbers,91.7272727273,9.27272727273
56,1.0,CabinNumbers,91.5,3.81818181818
57,0.589779181012,CabinNumbers,91.7272727273,9.27272727273
58,0.711992529125,CabinNumbers,86.9090909091,3.90909090909
59,0.566285439587,CabinNumbers,91.3636363636,11.5454545455
60,1.0,ThisIsAnEndNode,nan,nan
61,0.551526327621,CabinD,0.0,0.181818181818
62,0.567549048922,SibSp,1.5,0.636363636364
63,1.0,ThisIsAnEndNode,nan,nan
64,0.797880952512,Parch,1.5,0.0909090909091
65,0.597472595666,TicketNumber,347079.5,3234.09090909
66,0.623590963186,TicketNumber,347079.5,250383.454545
67,0.502557490384,YesFancy,0.0,0.181818181818
68,0.884557802168,TicketNumber,18858.0,34055.7272727
69,0.923791987833,CabinNumbers,7.09090909091,2.36363636364
70,0.54308754107,YesFancy,0.0,0.181818181818
71,nan,,nan,nan
72,nan,,nan,nan
73,nan,,nan,nan
74,nan,,nan,nan
75,nan,,nan,nan
76,nan,,nan,nan
77,nan,,nan,nan
78,nan,,nan,nan
79,nan,,nan,nan
80,nan,,nan,nan
81,nan,,nan,nan
82,nan,,nan,nan
83,nan,,nan,nan
84,nan,,nan,nan
85,nan,,nan,nan
86,nan,,nan,nan
87,nan,,nan,nan
88,nan,,nan,nan
89,nan,,nan,nan
90,nan,,nan,nan
91,nan,,nan,nan
92,nan,,nan,nan
93,nan,,nan,nan
94,nan,,nan,nan
95,nan,,nan,nan
96,nan,,nan,nan
97,nan,,nan,nan
98,nan,,nan,nan
99,0.630632341369,TicketNumber,66865.5,19883.8181818
100,1.0,ThisIsAnEndNode,nan,nan
101,nan,,nan,nan
102,0.865899312173,CabinNumbers,26.5,6.90909090909
103,nan,,nan,nan
104,nan,,nan,nan
105,nan,,nan,nan
106,0.773306216344,Parch,1.5,0.0909090909091
107,nan,,nan,nan
108,nan,,nan,nan
109,nan,,nan,nan
110,nan,,nan,nan
111,0.546144878427,nTicketStrings,1.5,0.0909090909091
112,1.0,CabinNumbers,91.5,1.54545454545
113,0.829053947338,SibSp,0.5,0.0909090909091
114,nan,,nan,nan
115,0.575155319435,AgeGroup,-0.25,0.181818181818
116,1.0,CabinNumbers,91.5,1.63636363636
117,1.0,ThisIsAnEndNode,nan,nan
118,0.753375937279,CabinNumbers,91.5,3.81818181818
119,0.579545364897,CabinNumbers,89.0,9.0
120,0.739329561565,TicketNumber,28484.5,8759.09090909
121,nan,,nan,nan
122,nan,,nan,nan
123,0.566285439587,CabinNumbers,91.3636363636,11.5454545455
124,1.0,ThisIsAnEndNode,nan,nan
125,0.551526327621,CabinD,0.0,0.181818181818
126,0.567549048922,SibSp,1.5,0.636363636364
127,nan,,nan,nan
128,nan,,nan,nan
129,1.0,ThisIsAnEndNode,nan,nan
130,nan,,nan,nan
131,0.577461310942,TicketNumber,347079.5,257.454545455
132,0.597472595666,TicketNumber,347079.5,3234.09090909
133,0.597472595666,TicketNumber,347079.5,3234.09090909
134,0.623590963186,TicketNumber,347079.5,250383.454545
135,0.502037489719,CabinNumbers,-0.5,1.0
136,1.0,ThisIsAnEndNode,nan,nan
137,0.843936850406,CabinNumbers,20.0,1.63636363636
138,0.884557802168,TicketNumber,18858.0,34055.7272727
139,0.891724452305,Fare,-0.25,0.0454545454545
140,1.0,CabinNumbers,8.5,1.90909090909
141,0.53060878332,Pclass,1.5,0.181818181818
142,1.0,ThisIsAnEndNode,nan,nan
143,nan,,nan,nan
144,nan,,nan,nan
145,nan,,nan,nan
146,nan,,nan,nan
147,nan,,nan,nan
148,nan,,nan,nan
149,nan,,nan,nan
150,nan,,nan,nan
151,nan,,nan,nan
152,nan,,nan,nan
153,nan,,nan,nan
154,nan,,nan,nan
155,nan,,nan,nan
156,nan,,nan,nan
157,nan,,nan,nan
158,nan,,nan,nan
159,nan,,nan,nan
160,nan,,nan,nan
161,nan,,nan,nan
162,nan,,nan,nan
163,nan,,nan,nan
164,nan,,nan,nan
165,nan,,nan,nan
166,nan,,nan,nan
167,nan,,nan,nan
168,nan,,nan,nan
169,nan,,nan,nan
170,nan,,nan,nan
171,nan,,nan,nan
172,nan,,nan,nan
173,nan,,nan,nan
174,nan,,nan,nan
175,nan,,nan,nan
176,nan,,nan,nan
177,nan,,nan,nan
178,nan,,nan,nan
179,nan,,nan,nan
180,nan,,nan,nan
181,nan,,nan,nan
182,nan,,nan,nan
183,nan,,nan,nan
184,nan,,nan,nan
185,nan,,nan,nan
186,nan,,nan,nan
187,nan,,nan,nan
188,nan,,nan,nan
189,nan,,nan,nan
190,nan,,nan,nan
191,nan,,nan,nan
192,nan,,nan,nan
193,nan,,nan,nan
194,nan,,nan,nan
195,nan,,nan,nan
196,nan,,nan,nan
197,nan,,nan,nan
198,nan,,nan,nan
199,1.0,SibSp,4.0,0.636363636364
200,nan,,nan,nan
201,nan,,nan,nan
202,nan,,nan,nan
203,nan,,nan,nan
204,nan,,nan,nan
205,nan,,nan,nan
206,0.865899312173,CabinNumbers,26.5,6.90909090909
207,nan,,nan,nan
208,nan,,nan,nan
209,nan,,nan,nan
210,nan,,nan,nan
211,nan,,nan,nan
212,nan,,nan,nan
213,1.0,ThisIsAnEndNode,nan,nan
214,nan,,nan,nan
215,nan,,nan,nan
216,nan,,nan,nan
217,nan,,nan,nan
218,nan,,nan,nan
219,nan,,nan,nan
220,nan,,nan,nan
221,nan,,nan,nan
222,nan,,nan,nan
223,0.558705037082,CabinB,0.0,0.181818181818
224,0.651720982995,CabinNumbers,7.36363636364,8.36363636364
225,nan,,nan,nan
226,nan,,nan,nan
227,1.0,ThisIsAnEndNode,nan,nan
228,nan,,nan,nan
229,nan,,nan,nan
230,nan,,nan,nan
231,nan,,nan,nan
232,0.596040430824,SibSp,0.5,0.181818181818
233,0.847216555949,CabinNumbers,88.5,0.909090909091
234,0.903885146809,Parch,0.5,0.181818181818
235,nan,,nan,nan
236,nan,,nan,nan
237,0.829053947338,SibSp,0.5,0.0909090909091
238,0.794202160923,TicketNumber,65230.5,8759.09090909
239,0.58105926077,CabinNumbers,7.54545454545,8.54545454545
240,0.737465989546,CabinNumbers,92.5,1.36363636364
241,nan,,nan,nan
242,nan,,nan,nan
243,nan,,nan,nan
244,nan,,nan,nan
245,nan,,nan,nan
246,nan,,nan,nan
247,0.579545364897,CabinNumbers,89.0,9.0
248,0.739329561565,TicketNumber,28484.5,8759.09090909
249,nan,,nan,nan
250,nan,,nan,nan
251,0.566285439587,CabinNumbers,91.3636363636,11.5454545455
252,1.0,ThisIsAnEndNode,nan,nan
253,0.551526327621,CabinD,0.0,0.181818181818
254,0.567549048922,SibSp,1.5,0.636363636364
