"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
6,0,nan,0.00369163337016,nan,0.00369163337016,nan
54,0,nan,0.00221566299444,nan,0.00221566299444,nan
218,1,0,0.000246525155474,0.00122393933191,0.000246525155474,0.00191568944087
217,1,nan,0.000340394745241,nan,0.000340394745241,nan
107,1,nan,0.000772603996208,nan,0.000772603996208,nan
214,1,1,6.70154235584e-05,0.00602554625906,6.81992694637e-05,0.00602554625906
213,1,1,6.70193848986e-05,0.000131765609918,6.85300451963e-05,0.000131765609918
212,1,nan,0.000241701011196,nan,0.000241701011196,nan
105,1,nan,0.000148835329969,nan,0.00015227368586,nan
104,1,nan,0.000470326453205,nan,0.000470326453205,nan
51,1,nan,0.000297669683965,nan,0.00030549559377,nan
206,1,0,5.36284459126e-09,0.00706859429609,7.76408881421e-09,0.00948467392514
205,0,0,9.344582297e-07,1.23488448319e-05,1.23412380676e-06,1.23494985519e-05
204,1,0,5.41104994521e-06,1.58132586666e-05,7.0694858804e-06,1.58387165115e-05
203,1,1,3.13409641908e-06,8.54759572613e-06,5.58244648918e-06,9.67595659513e-06
202,1,0,9.77071233777e-05,0.000200997866949,0.000122747412821,0.000201989272769
201,1,1,5.6838803403e-05,0.000154343611434,9.94419338447e-05,0.000165744301865
200,0,1,2.72896865735e-07,0.000276474660424,4.82366360057e-07,0.000330980955751
199,1,1,0.000178434026393,0.000210738295965,0.00029388530069,0.000210980458558
98,0,nan,8.12176252975e-06,nan,8.12176252975e-06,nan
97,1,nan,0.00591017288956,nan,0.00591017288956,nan
96,nan,1,nan,0.00250800888848,nan,0.00482323813421
193,0,nan,0.00652004658814,nan,0.00652004658814,nan
192,0,nan,0.00216812437969,nan,0.00216812437969,nan
191,0,1,0.262735751318,0.0123257198197,0.50996283412,0.0193135645892
10,0,nan,0.00252153045586,nan,0.00252153045586,nan
42,0,nan,0.0111522876207,nan,0.0111522876207,nan
170,1,nan,0.00449705798429,nan,0.00449705798429,nan
169,0,1,0.0012623569127,0.000630089536293,0.00144419130777,0.000630089536293
83,nan,0,nan,0.00256619973333,nan,0.00479434746534
167,1,nan,0.000966533230409,nan,0.000966533230409,nan
166,0,1,5.80549016746e-05,0.000213060278486,5.80549016746e-05,0.000304556642102
165,0,0,1.50880556227e-05,0.000272930424255,2.86413616852e-05,0.000272930424255
164,0,nan,0.00151303381844,nan,0.00151303381844,nan
81,0,nan,1.83551471859e-05,nan,3.48434052286e-05,nan
162,0,1,0.00207038138825,0.00617953283071,0.00207038138825,0.0118581744092
161,0,0,0.0032140508534,0.00399978866207,0.0032140508534,0.00729510301348
160,0,1,0.0277354612149,0.00665582676471,0.0539261120966,0.00987281581713
159,1,0,0.0151874848078,0.0130035338582,0.0187850403013,0.0237131430207
38,1,nan,0.00298598120393,nan,0.00298598120393,nan
154,1,1,0.00566542395576,0.00115888484774,0.00879010840963,0.00115888484774
153,1,1,0.00611576448262,0.00608857838205,0.00611576448262,0.00905155149008
152,1,1,0.000470468918225,0.00125917814617,0.000607307413816,0.00125917814617
75,0,nan,0.000902424346159,nan,0.000956377759621,nan
74,1,nan,0.00378838975736,nan,0.00378838975736,nan
36,0,nan,0.00138857183524,nan,0.00184458837667,nan
146,1,nan,0.00147255784278,nan,0.00147255784278,nan
72,0,nan,0.00433499972732,nan,0.00687493119199,nan
71,1,nan,0.00164300632313,nan,0.00164300632313,nan
70,1,nan,0.00759904108399,nan,0.00759904108399,nan
34,0,nan,0.000182440970517,nan,0.000354022234108,nan
68,1,nan,0.00101191896966,nan,0.00101191896966,nan
67,nan,1,nan,0.00348525965405,nan,0.00669365132909
15,1,nan,0.028112147831,nan,0.028112147831,nan
