"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
254,1,0,9.6869025327e-06,0.00598095629292,9.6869025327e-06,0.00851724893349
126,1,nan,2.24670517536e-05,nan,0.00013486472617,nan
62,1,nan,7.55774704038e-05,nan,0.000241097976955,nan
30,1,nan,0.000256821785166,nan,0.000500572718905,nan
14,1,nan,0.000881876978009,nan,0.00124083260796,nan
238,1,1,3.98687297478e-05,0.0062363033012,4.80153881297e-05,0.0062363033012
237,1,1,3.9869924654e-05,0.0002064658737,5.6234272875e-05,0.0002064658737
236,1,nan,0.000295731682429,nan,0.000295731682429,nan
235,0,1,4.96989360877e-05,0.000149139425932,8.95856932204e-05,0.000149139425932
116,1,nan,0.000576740919502,nan,0.000576740919502,nan
232,1,nan,0.000189222713812,nan,0.000189222713812,nan
231,0,1,0.000151547568789,0.00014891031011,0.000191454590379,0.00014891031011
56,1,nan,0.00112607122918,nan,0.00112607122918,nan
112,1,nan,0.000378433081367,nan,0.000378433081367,nan
224,1,nan,0.000189013427821,nan,0.000189013427821,nan
223,0,1,0.000463524019868,0.000148681645866,0.00050345131621,0.000148681645866
222,1,0,0.00638289256831,0.00526408708535,0.0104921080077,0.00690890201119
221,0,nan,0.000722635236719,nan,0.000722635236719,nan
109,1,nan,0.00398659896786,nan,0.00398659896786,nan
53,nan,0,nan,0.00115133876665,nan,0.00115680492078
107,0,nan,0.0175217469294,nan,0.0175217469294,nan
106,nan,0,nan,0.0037465500916,nan,0.00387698952868
213,0,1,0.00326142517156,0.00426741459633,0.00326142517156,0.00775310992221
105,nan,1,nan,0.00674758412963,nan,0.00862807847309
211,1,1,0.0105303847923,0.0035054486266,0.0205028363308,0.00531576233177
51,1,nan,0.00545151915022,nan,0.00545151915022,nan
206,0,1,9.88459393132e-05,0.00176783901834,9.88459393132e-05,0.00283342969924
102,0,nan,0.000633661163612,nan,0.000758531881137,nan
101,nan,0,nan,0.0024494245195,nan,0.00270324376519
203,0,nan,0.0316515299464,nan,0.0316515299464,nan
202,1,1,0.00373158383063,0.00329222964635,0.00511810739994,0.00452623036626
100,0,nan,0.00506259835019,nan,0.00667347181081,nan
200,0,0,0.191430729741,0.0240255893316,0.273709638251,0.027273942758
199,0,0,0.0185755428425,0.00428114052942,0.0185755428425,0.0068560949
98,nan,1,nan,0.000923860632437,nan,0.00177434474386
197,0,nan,0.00482944245702,nan,0.00482944245702,nan
196,0,1,0.00101394427634,0.00046187198621,0.00101394427634,0.000887082882313
97,0,nan,0.00261303411201,nan,0.0030750607277,nan
47,1,nan,0.00935105556643,nan,0.00935105556643,nan
46,0,nan,0.00466760905114,nan,0.00466760905114,nan
22,1,nan,0.000366329097039,nan,0.00063601132391,nan
44,1,nan,0.00160196120556,nan,0.00160196120556,nan
43,nan,1,nan,0.00153330282222,nan,0.00184249996397
176,0,nan,0.00137963233717,nan,0.00137963233717,nan
175,1,0,0.00610160728176,0.0034274335723,0.0103418414734,0.00542640400576
42,nan,1,nan,0.00194426775524,nan,0.00317645955097
85,nan,0,nan,0.00123082270296,nan,0.0017142184667
171,1,nan,0.0020545208019,nan,0.0020545208019,nan
41,1,nan,0.0777123665264,nan,0.0777123665264,nan
40,nan,1,nan,0.000235543463858,nan,0.000410053233158
81,0,nan,0.000464909041122,nan,0.000464909041122,nan
162,1,0,0.00556525046307,0.00296696857487,0.00917789170101,0.00403393093135
161,1,nan,0.00462399607704,nan,0.00462399607704,nan
160,1,0,0.00348302671967,0.00345056748155,0.00348302671967,0.00544150570805
159,1,1,0.0172717544528,0.0274941295197,0.0172717544528,0.035297258492
8,1,nan,0.00428402715477,nan,0.00428402715477,nan
142,1,0,4.99952431635e-09,0.0212286993773,9.01969436678e-09,0.0355805742472
141,1,0,2.79973361716e-07,0.000290392285565,5.0510288454e-07,0.000444496069083
140,1,0,0.000134824690318,0.000195778363508,0.000234624188902,0.000217809309986
139,1,0,7.22296364165e-06,8.74507560282e-06,1.13102708398e-05,1.7480593579e-05
138,0,0,0.000151998128707,4.72762770072e-05,0.000151998128707,6.97006332439e-05
137,0,1,0.000101581632488,9.36227466923e-05,0.000145191159868,9.36227466923e-05
136,1,0,0.000450016552916,0.00011239505941,0.000836090802867,0.000160303031134
135,1,0,0.00035785713508,0.000152996458356,0.000437837187019,0.00020684825085
66,nan,0,nan,4.81204962394e-05,nan,7.0945287409e-05
133,0,nan,0.000154712381005,nan,0.000154712381005,nan
65,nan,1,nan,5.85471609648e-05,nan,7.85064574978e-05
131,0,1,8.34362936775e-05,3.67474204898e-05,0.000127824562619,3.67474204898e-05
130,0,1,0.00439043648979,0.0027307543883,0.00439043648979,0.00474683628485
129,0,1,0.0220062322472,0.00470105025221,0.0429561255112,0.00470105025221
128,1,0,0.00175115475932,0.00720588058359,0.00242203731685,0.00973499129403
127,1,0,0.0186467019402,0.00151491754268,0.0225346823432,0.00205535900441
