"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.508793021593,Gender,0.0,0.181818181818
1,0.55855376344,Pclass,1.5,0.181818181818
2,0.507030710166,FamilySize,4.5,0.909090909091
3,0.851851397802,CabinC,0.0,0.181818181818
4,0.51571657802,TicketNumber,2100608.45455,2100067.45455
5,0.50596643788,YesMaster,0.0,0.181818181818
6,0.986863525206,FamilySize,4.5,0.636363636364
7,1.0,ThisIsAnEndNode,nan,nan
8,0.663979968351,FamilySize,3.5,0.454545454545
9,0.513967073927,Pclass,2.5,0.0909090909091
10,0.518311946633,TicketNumber,2300884.81818,2080039.81818
11,0.504609455865,AgeGroup,0.75,0.136363636364
12,0.997972083374,FamilySize,3.5,0.272727272727
13,0.909131011621,TicketDots,0.5,0.0909090909091
14,0.986863525206,FamilySize,4.5,0.636363636364
15,nan,,nan,nan
16,nan,,nan,nan
17,0.81805223552,AgeGroup,0.75,0.136363636364
18,nan,,nan,nan
19,0.606311115903,TicketBeginLetter,0.0,0.181818181818
20,0.513878495818,TicketDots,0.5,0.0909090909091
21,0.512944916154,EmbarkIsQ,0.0,0.181818181818
22,0.52277745255,TicketNumber,2400943.0,2070034.0
23,0.504711536591,TicketDashes,1.5,0.363636363636
24,0.633692381597,CabinA,0.0,0.181818181818
25,1.0,ThisIsAnEndNode,nan,nan
26,nan,,nan,nan
27,0.927689276984,SibSp,1.5,0.181818181818
28,1.0,ThisIsAnEndNode,nan,nan
29,0.909131011621,TicketDots,0.5,0.0909090909091
30,0.986863525206,FamilySize,4.5,0.636363636364
31,nan,,nan,nan
32,nan,,nan,nan
33,nan,,nan,nan
34,nan,,nan,nan
35,1.0,ThisIsAnEndNode,nan,nan
36,nan,,nan,nan
37,nan,,nan,nan
38,nan,,nan,nan
39,0.563243656079,AgeGroup,-0.25,0.181818181818
40,1.0,ThisIsAnEndNode,nan,nan
41,0.509545531114,Fare,0.25,0.0909090909091
42,1.0,ThisIsAnEndNode,nan,nan
43,0.519468964684,AgeGroup,-0.75,0.181818181818
44,0.550756962907,Parch,0.5,0.454545454545
45,0.516285985731,EmbarkIsQ,0.0,0.181818181818
46,0.865558467311,FamilySize,3.0,0.545454545455
47,0.502896551675,YesRev,0.0,0.181818181818
48,0.812297395066,TicketNumber,281940.181818,281937.181818
49,0.66692945189,TicketDots,0.5,0.0909090909091
50,nan,,nan,nan
51,nan,,nan,nan
52,nan,,nan,nan
53,nan,,nan,nan
54,nan,,nan,nan
