"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.506487633285,CabinNumbers,12.5454545455,13.5454545455
1,0.506065506577,CabinE,0.0,0.181818181818
2,0.566088845077,Gender,0.0,0.181818181818
3,0.50577860286,FamilySize,4.5,0.909090909091
4,1.0,ThisIsAnEndNode,nan,nan
5,0.796684335015,AgeGroup,-0.75,0.181818181818
6,0.516931372392,Fare,-0.75,0.181818181818
7,0.503984043215,AgeGroup,-0.75,0.181818181818
8,0.732488353017,FamilySize,4.5,0.636363636364
9,nan,,nan,nan
10,nan,,nan,nan
11,nan,,nan,nan
12,0.83006019513,CabinC,0.0,0.181818181818
13,1.0,ThisIsAnEndNode,nan,nan
14,0.513388510887,SibSp,1.5,0.272727272727
15,0.653466993231,Pclass,2.5,0.0909090909091
16,0.50468893542,CabinD,0.0,0.181818181818
17,0.832456764806,FamilySize,4.5,0.0909090909091
18,0.732488353017,FamilySize,4.5,0.636363636364
19,nan,,nan,nan
20,nan,,nan,nan
21,nan,,nan,nan
22,nan,,nan,nan
23,nan,,nan,nan
24,nan,,nan,nan
25,0.960947215742,TicketNumber,142924.636364,35595.9090909
26,0.72943269214,CabinNumbers,58.3636363636,11.2727272727
27,nan,,nan,nan
28,nan,,nan,nan
29,0.512366360731,AgeGroup,-0.75,0.181818181818
30,nan,,nan,nan
31,1.0,ThisIsAnEndNode,nan,nan
32,0.553326812761,YesMiss,0.0,0.181818181818
33,0.504393956072,YesRev,0.0,0.181818181818
34,0.870610194806,CabinNumbers,4.5,1.90909090909
35,0.86500492061,TicketDashes,1.0,0.181818181818
36,1.0,ThisIsAnEndNode,nan,nan
37,0.832456764806,FamilySize,4.5,0.0909090909091
38,0.732488353017,FamilySize,4.5,0.636363636364
39,nan,,nan,nan
40,nan,,nan,nan
41,nan,,nan,nan
42,nan,,nan,nan
43,nan,,nan,nan
44,nan,,nan,nan
45,nan,,nan,nan
46,nan,,nan,nan
47,nan,,nan,nan
48,nan,,nan,nan
49,nan,,nan,nan
50,nan,,nan,nan
51,1.0,ThisIsAnEndNode,nan,nan
52,0.885267627216,CabinNumbers,26.9090909091,10.4545454545
53,0.603724221157,CabinNumbers,50.0,6.0
54,0.850141168179,CabinNumbers,56.0,7.0
55,nan,,nan,nan
56,nan,,nan,nan
57,nan,,nan,nan
58,nan,,nan,nan
59,1.0,ThisIsAnEndNode,nan,nan
60,0.508701144626,TicketNumber,37609.8181818,35446.8181818
61,nan,,nan,nan
62,nan,,nan,nan
63,nan,,nan,nan
64,nan,,nan,nan
65,0.99124321931,TicketDashes,1.0,0.181818181818
66,0.54544357057,Parch,1.5,0.181818181818
67,0.503664260328,TicketDashes,0.5,0.363636363636
68,1.0,ThisIsAnEndNode,nan,nan
69,nan,,nan,nan
70,1.0,ThisIsAnEndNode,nan,nan
71,0.993544386453,Gender,0.0,0.181818181818
72,0.872820164461,Pclass,2.5,0.0909090909091
73,nan,,nan,nan
74,nan,,nan,nan
