"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
6,0,nan,0.0052595897347,nan,0.0052595897347,nan
222,0,1,2.82383795075e-05,0.00140316429181,2.82383795075e-05,0.00200943924243
221,1,0,4.9067220959e-06,2.952422326e-05,5.74087080508e-06,2.952422326e-05
220,0,nan,6.12769749944e-05,nan,6.12769749944e-05,nan
109,1,nan,9.5318021759e-06,nan,1.12508946767e-05,nan
108,0,nan,0.000127179230403,nan,0.000127179230403,nan
53,1,nan,1.85164863518e-05,nan,2.20593546603e-05,nan
52,0,nan,0.000263958167989,nan,0.000263958167989,nan
25,1,nan,3.59701408493e-05,nan,4.32716187195e-05,nan
24,0,nan,0.000547840400665,nan,0.000547840400665,nan
11,1,nan,6.98756237085e-05,nan,8.49231994146e-05,nan
190,1,0,0.0199272579871,0.0106265694329,0.03454877434,0.0136598421784
94,1,nan,0.00350626898209,nan,0.0039640549517,nan
188,1,nan,0.000800447541106,nan,0.000800447541106,nan
187,0,1,0.00125837811431,0.000339357060836,0.00125837811431,0.000375403605858
92,nan,1,nan,0.00141508783324,nan,0.00275047185077
185,1,0,0.0106292338229,0.00261147484917,0.0107262912315,0.00261147484917
45,0,nan,0.00217718600454,nan,0.00265006832579,nan
21,0,nan,0.00250920569462,nan,0.00250920569462,nan
174,1,nan,0.00449134547391,nan,0.00449134547391,nan
86,1,nan,0.000126461364949,nan,0.000231778690741,nan
172,1,0,0.000482173852412,0.000716697135976,0.000482173852412,0.000824662504953
171,0,1,0.000854523508278,0.00147803923912,0.00104138192792,0.0026062897765
170,1,nan,0.00123571320958,nan,0.00123571320958,nan
169,1,0,3.38592343429e-05,0.00014503287735,3.38592343429e-05,0.000217860622904
83,1,nan,0.0156114112058,nan,0.0156114112058,nan
9,0,nan,0.00128805386961,nan,0.00146290633129,nan
8,1,nan,0.00300924084804,nan,0.00300924084804,nan
16,0,nan,0.00275796695177,nan,0.00275796695177,nan
66,nan,1,nan,3.70515319264e-06,nan,5.204638102e-06
133,0,0,2.4769534773e-06,0.000988870517399,3.39212660454e-06,0.000988870517399
132,0,0,0.00220495932315,0.000596921302694,0.00386740487526,0.000596921302694
131,1,nan,0.000854629253738,nan,0.000854629253738,nan
130,0,1,0.00176186147225,0.0081872892899,0.00176186147225,0.0100143415374
129,1,0,0.36067252782,0.00433605299646,0.709174355755,0.00474779366675
128,0,1,0.0033149371248,0.00503477374263,0.00577923934446,0.00633300156645
127,1,nan,0.00349820504134,nan,0.00349820504134,nan
