"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
254,1,0,0.000122089722104,0.00282623187255,0.000220465619075,0.00282623187255
253,1,0,0.00012328579532,0.000214158717674,0.000221663675986,0.000214158717674
252,0,0,0.000128005916522,0.000301840931581,0.000249407612987,0.000301840931581
251,1,0,0.000128496732484,5.77488327673e-05,0.00022689427722,5.77488327673e-05
250,0,0,0.000127721545635,0.000510530377993,0.000248808352417,0.000510530377993
249,0,0,2.48556792769e-05,0.000128291673011,2.48556792769e-05,0.000250010707156
248,0,0,2.90993305411e-05,0.000128016083568,2.90993305411e-05,0.000249435744625
247,1,0,0.00014815947159,5.66706546527e-05,0.000246581789867,5.66706546527e-05
246,0,0,0.00025544426912,0.000919701643302,0.00049761996509,0.000919701643302
245,0,0,4.97010651818e-05,0.000256584531686,4.97010651818e-05,0.000500024693254
244,0,0,5.81069521022e-05,0.000256033349197,5.81069521022e-05,0.000498874759439
243,1,0,0.000335493078728,0.000113287875879,0.000532339407911,0.000113287875879
59,0,nan,0.00382449638967,nan,0.00382449638967,nan
28,0,nan,0.000140194305967,nan,0.000140194305967,nan
27,1,nan,0.0167416965206,nan,0.0167416965206,nan
26,nan,1,nan,0.00576905297301,nan,0.00815617488574
53,0,nan,0.00880128640172,nan,0.00880128640172,nan
25,0,nan,0.0179180194275,nan,0.0179180194275,nan
206,0,0,0.00372373462074,0.00180169583048,0.00372373462074,0.00263976992912
205,0,1,0.0077619395409,0.00120530531556,0.00963119889197,0.0015082348681
101,0,nan,0.0145416098539,nan,0.0145416098539,nan
202,1,0,0.000350669084503,0.00251827442125,0.000358897686909,0.00405892804133
100,1,nan,0.000746094766424,nan,0.0011035949124,nan
49,1,nan,0.00243463895365,nan,0.00424787433848,nan
198,0,0,0.00182109094587,0.00516190995252,0.00243259180692,0.00516190995252
197,0,0,0.000459331797045,0.0142667477791,0.000603726423867,0.0206241460552
196,1,0,0.00050982575851,0.00192612490794,0.000542606448994,0.00192612490794
195,0,1,0.000463384024144,0.00266687976374,0.000682685989232,0.00266687976374
194,0,0,0.000839899423649,0.0139261594711,0.00158644752305,0.0161508149341
193,0,1,0.005157566983,0.00144503595067,0.00763448001165,0.00192124093802
192,1,0,0.019992512219,0.000705963108536,0.0305543216938,0.000705963108536
191,0,0,0.0051940458026,0.181758370101,0.0051940458026,0.306296783093
10,0,nan,0.00429449699256,nan,0.00429449699256,nan
20,nan,1,nan,0.0021402557676,nan,0.00377899150883
41,nan,1,nan,0.00107012443772,nan,0.00188948895558
83,nan,1,nan,0.000535060495822,nan,0.000944741078393
167,0,1,0.00671078763553,0.000535057049773,0.00671078763553,0.00079727733382
40,1,nan,0.00590337948098,nan,0.00590337948098,nan
162,1,1,0.00111654811921,0.003588970893,0.00125207237378,0.00470542047092
161,1,0,0.00479911350707,0.00181656188065,0.00787158769248,0.00181656188065
160,1,0,0.00519003619827,0.0159068757993,0.00519003619827,0.03153876354
159,0,1,0.0390581037854,0.0169361671694,0.0623809840078,0.0296074731824
18,nan,0,nan,0.00170291974224,nan,0.00289306722007
37,nan,0,nan,0.00170102762193,nan,0.00222154086984
75,1,nan,0.00489304323653,nan,0.00489304323653,nan
17,1,nan,0.0696626402965,nan,0.0696626402965,nan
70,1,nan,0.00332203837466,nan,0.00332203837466,nan
34,0,nan,0.000546394122198,nan,0.000909225186088,nan
16,0,nan,0.00279230593837,nan,0.00382498746514,nan
134,1,0,0.00607163592513,0.00445879034303,0.00850012751484,0.00809980872692
133,1,0,0.00298600077052,0.000321795740222,0.00298600077052,0.000591097002309
132,1,nan,0.00854650292418,nan,0.00854650292418,nan
131,1,1,0.0187785408813,0.00647788672081,0.0239601349876,0.00647788672081
31,1,nan,0.0128380315612,nan,0.0128380315612,nan
