"NodeNumber,LT_className_decision,GT_className_decision,LT_WeightCorrect,GT_WeightCorrect,LT_TotalWeight,GT_TotalWeight"
254,1,nan,0.00466062563549,nan,0.00466062563549,nan
126,0,nan,0.00157846193506,nan,0.00302149545547,nan
252,0,0,0.000863363275712,0.00383416580619,0.00171951034544,0.00383416580619
251,1,0,0.00121354000066,0.00114742398823,0.00209286729728,0.00114742398823
30,0,nan,0.000752901628071,nan,0.000920657723433,nan
29,nan,0,nan,0.000852388084549,nan,0.00125077178539
59,0,nan,0.0328322029956,nan,0.0328322029956,nan
238,1,0,0.012052435338,0.00267223400564,0.014480655153,0.00390128818323
118,0,nan,0.000215431950412,nan,0.000785189019089,nan
117,nan,0,nan,0.000276161381748,nan,0.000526515017314
235,0,nan,0.000309626344431,nan,0.000309626344431,nan
116,nan,1,nan,0.00260354459782,nan,0.00493257501844
233,0,0,0.0121926436428,0.00334698206513,0.0124508127196,0.00549650703113
232,1,0,0.017062556066,0.00242170144677,0.0311118009413,0.00363779496571
231,0,nan,0.00286538381879,nan,0.00286538381879,nan
56,0,nan,0.00917242340331,nan,0.00917242340331,nan
226,0,nan,0.00464701959549,nan,0.00464701959549,nan
225,1,nan,0.00844192522108,nan,0.00844192522108,nan
224,0,1,0.0148360072351,0.00339673396285,0.0148360072351,0.00602008044354
223,0,0,0.184248225986,0.0348791976821,0.269141812893,0.06210949035
26,nan,1,nan,0.00114060231348,nan,0.00199831103816
53,0,nan,0.00453812651294,nan,0.00453812651294,nan
52,nan,1,nan,0.00057026842374,nan,0.000999113432456
105,0,nan,0.00123281061611,nan,0.00123281061611,nan
51,nan,0,nan,0.000276956914802,nan,0.000562110775777
103,nan,0,nan,0.000137588051351,nan,0.0002801768497
207,0,0,0.00183037376133,6.21167263638e-05,0.00197298629935,6.21167263638e-05
11,1,nan,0.016092373206,nan,0.016092373206,nan
10,0,nan,0.00341293235052,nan,0.00341293235052,nan
20,nan,0,nan,0.00164115021571,nan,0.00306329437209
41,nan,0,nan,0.000820571643189,nan,0.00153164170809
83,nan,0,nan,0.000410284089276,nan,0.000765818115091
167,0,1,0.0056580091327,0.000355532012551,0.0056580091327,0.000623753441361
40,1,nan,0.00622478774086,nan,0.00622478774086,nan
162,0,1,0.00506545388098,0.00258895068549,0.00850203116449,0.00341882402374
161,0,0,0.00734792196757,0.00530245798223,0.0107579487659,0.00530245798223
160,1,1,0.00681528836016,0.0149687661066,0.00681528836016,0.0284337953116
159,0,1,0.0333496800597,0.00974031229379,0.0586333079875,0.015472939479
3,nan,1,nan,0.00220889889188,nan,0.00389611628178
142,1,nan,0.00348952307994,nan,0.00348952307994,nan
141,1,0,0.00314071463738,0.00454861368938,0.00314071463738,0.00572971150559
69,1,nan,0.0046240292761,nan,0.0046240292761,nan
33,1,nan,0.00860661277349,nan,0.00860661277349,nan
32,nan,1,nan,0.00110693966856,nan,0.00190881593173
132,1,nan,0.00982047881222,nan,0.00982047881222,nan
131,1,1,0.0019659580429,0.000143601321193,0.0019659580429,0.000185368307849
130,1,1,0.00280003740733,0.0118028791977,0.0029098292322,0.0118028791977
129,1,1,0.00515196813635,0.00159164276041,0.00756106630573,0.00159164276041
63,1,nan,0.0851199798405,nan,0.0851199798405,nan
