"NodeNumber,GiniIncrease,ColumnName,ValueOfSplit,RangeBetweenSplits"
0,0.507770368817,FamilySize,5.5,0.909090909091
1,0.507854891265,YesMr,0.0,0.181818181818
2,0.663841668013,Pclass,2.5,0.181818181818
3,0.564517778398,Fare,0.25,0.136363636364
4,0.506593464799,AgeGroup,0.75,0.136363636364
5,0.790295319245,FamilySize,5.5,0.0909090909091
6,0.720518070255,TicketNumber,283885.0,281741.0
7,0.511036633593,FamilySize,4.5,0.454545454545
8,0.866024075163,FamilySize,2.5,0.363636363636
9,0.506092840245,TicketDashes,1.5,0.363636363636
10,0.677333982033,CabinNumbers,23.0,8.0
11,1.0,ThisIsAnEndNode,nan,nan
12,nan,,nan,nan
13,0.752368575675,TicketNumber,176842.5,34591.6363636
14,0.731545515784,TicketNumber,347079.5,250383.454545
15,0.518071620744,AgeGroup,-0.75,0.181818181818
16,0.846355293381,TicketNumber,188097.0,281560.181818
17,1.0,ThisIsAnEndNode,nan,nan
18,0.727270047129,CabinC,0.0,0.181818181818
19,0.503176729165,FamilySize,5.0,0.454545454545
20,0.841404791173,CabinNumbers,4.5,6.54545454545
21,0.612303416959,CabinNumbers,12.0,2.81818181818
22,0.897279391989,CabinNumbers,23.3636363636,6.36363636364
23,nan,,nan,nan
24,nan,,nan,nan
25,nan,,nan,nan
26,nan,,nan,nan
27,1.0,ThisIsAnEndNode,nan,nan
28,0.830177998087,TicketNumber,347079.5,3234.09090909
29,0.830177998087,TicketNumber,347079.5,3234.09090909
30,0.731545515784,TicketNumber,347079.5,250383.454545
31,0.736433549719,CabinNumbers,5.0,11.0909090909
32,0.511557289077,CabinD,0.0,0.181818181818
33,0.772415528357,TicketNumber,188097.0,34410.8181818
34,0.846355293381,TicketNumber,188097.0,281560.181818
35,nan,,nan,nan
36,nan,,nan,nan
37,0.868568013178,CabinNumbers,28.0,9.0
38,0.745474665424,AgeGroup,0.25,0.181818181818
39,0.502331518374,Fare,-0.75,0.181818181818
40,1.0,ThisIsAnEndNode,nan,nan
41,0.765840210451,AgeGroup,0.25,0.0909090909091
42,0.841404791173,CabinNumbers,4.5,6.54545454545
43,0.830579506442,TicketDashes,1.0,0.181818181818
44,0.808599146428,CabinNumbers,24.5,1.18181818182
45,nan,,nan,nan
46,0.798284999826,CabinNumbers,31.3636363636,6.18181818182
47,nan,,nan,nan
48,nan,,nan,nan
49,nan,,nan,nan
50,nan,,nan,nan
51,nan,,nan,nan
52,nan,,nan,nan
53,nan,,nan,nan
54,nan,,nan,nan
55,nan,,nan,nan
56,nan,,nan,nan
57,0.819344623564,TicketNumber,347079.5,257.454545455
58,0.830177998087,TicketNumber,347079.5,3234.09090909
59,0.819344623564,TicketNumber,347079.5,257.454545455
60,0.830177998087,TicketNumber,347079.5,3234.09090909
61,0.830177998087,TicketNumber,347079.5,3234.09090909
62,0.731545515784,TicketNumber,347079.5,250383.454545
63,0.746418648216,CabinNumbers,3.0,0.636363636364
64,0.736433549719,CabinNumbers,5.0,11.0909090909
65,0.509613355982,CabinNumbers,87.7272727273,11.0909090909
66,1.0,ThisIsAnEndNode,nan,nan
67,0.858134066221,YesMrs,0.0,0.181818181818
68,1.0,ThisIsAnEndNode,nan,nan
69,0.772415528357,TicketNumber,188097.0,34410.8181818
70,0.846355293381,TicketNumber,188097.0,281560.181818
71,nan,,nan,nan
72,nan,,nan,nan
73,nan,,nan,nan
74,nan,,nan,nan
75,0.744027062156,Parch,1.5,0.0909090909091
76,0.867977434511,TicketNumber,12250.0,9820.45454545
77,nan,,nan,nan
78,nan,,nan,nan
79,0.834572619429,AgeGroup,0.25,0.0909090909091
80,0.5022619417,SibSp,0.5,0.181818181818
81,nan,,nan,nan
82,nan,,nan,nan
83,1.0,ThisIsAnEndNode,nan,nan
84,0.673193864402,TicketNumber,455293.5,280584.636364
85,0.765840210451,AgeGroup,0.25,0.0909090909091
86,0.841404791173,CabinNumbers,4.5,6.54545454545
87,1.0,ThisIsAnEndNode,nan,nan
88,nan,,nan,nan
89,nan,,nan,nan
90,1.0,ThisIsAnEndNode,nan,nan
91,nan,,nan,nan
92,nan,,nan,nan
93,0.749262127129,CabinNumbers,26.5,1.63636363636
94,1.0,ThisIsAnEndNode,nan,nan
95,nan,,nan,nan
96,nan,,nan,nan
97,nan,,nan,nan
98,nan,,nan,nan
99,nan,,nan,nan
100,nan,,nan,nan
101,nan,,nan,nan
102,nan,,nan,nan
103,nan,,nan,nan
104,nan,,nan,nan
105,nan,,nan,nan
106,nan,,nan,nan
107,nan,,nan,nan
108,nan,,nan,nan
109,nan,,nan,nan
110,nan,,nan,nan
111,nan,,nan,nan
112,nan,,nan,nan
113,nan,,nan,nan
114,nan,,nan,nan
115,0.812079465434,TicketNumber,347079.5,1.0
116,0.819344623564,TicketNumber,347079.5,257.454545455
117,0.819344623564,TicketNumber,347079.5,257.454545455
118,0.830177998087,TicketNumber,347079.5,3234.09090909
119,0.812079465434,TicketNumber,347079.5,1.0
120,0.819344623564,TicketNumber,347079.5,257.454545455
121,0.819344623564,TicketNumber,347079.5,257.454545455
122,0.830177998087,TicketNumber,347079.5,3234.09090909
123,0.819344623564,TicketNumber,347079.5,257.454545455
124,0.830177998087,TicketNumber,347079.5,3234.09090909
125,0.830177998087,TicketNumber,347079.5,3234.09090909
126,0.731545515784,TicketNumber,347079.5,250383.454545
127,0.834297028138,EmbarkIsC,0.0,0.181818181818
128,nan,,nan,nan
129,0.746418648216,CabinNumbers,3.0,0.636363636364
130,0.736433549719,CabinNumbers,5.0,11.0909090909
131,0.50694803678,YesRev,0.0,0.181818181818
132,1.0,ThisIsAnEndNode,nan,nan
133,nan,,nan,nan
134,nan,,nan,nan
135,1.0,ThisIsAnEndNode,nan,nan
136,nan,,nan,nan
137,nan,,nan,nan
138,nan,,nan,nan
139,0.858134066221,YesMrs,0.0,0.181818181818
140,1.0,ThisIsAnEndNode,nan,nan
141,0.772415528357,TicketNumber,188097.0,34410.8181818
142,0.846355293381,TicketNumber,188097.0,281560.181818
143,nan,,nan,nan
144,nan,,nan,nan
145,nan,,nan,nan
146,nan,,nan,nan
147,nan,,nan,nan
148,nan,,nan,nan
149,nan,,nan,nan
150,nan,,nan,nan
151,nan,,nan,nan
152,1.0,ThisIsAnEndNode,nan,nan
153,0.808217543982,TicketNumber,12250.0,1092.81818182
154,0.867977434511,TicketNumber,12250.0,9820.45454545
155,nan,,nan,nan
156,nan,,nan,nan
157,nan,,nan,nan
158,nan,,nan,nan
159,nan,,nan,nan
160,1.0,ThisIsAnEndNode,nan,nan
161,0.504887494248,CabinNumbers,80.2727272727,13.5454545455
162,0.553635749302,CabinNumbers,91.3636363636,11.5454545455
163,nan,,nan,nan
164,nan,,nan,nan
165,nan,,nan,nan
166,nan,,nan,nan
167,nan,,nan,nan
168,nan,,nan,nan
169,0.859573798245,TicketNumber,33881.0,45784.5454545
170,nan,,nan,nan
171,1.0,ThisIsAnEndNode,nan,nan
172,0.673193864402,TicketNumber,455293.5,280584.636364
173,0.765840210451,AgeGroup,0.25,0.0909090909091
174,0.841404791173,CabinNumbers,4.5,6.54545454545
175,nan,,nan,nan
176,nan,,nan,nan
177,nan,,nan,nan
178,nan,,nan,nan
179,nan,,nan,nan
180,nan,,nan,nan
181,nan,,nan,nan
182,nan,,nan,nan
183,nan,,nan,nan
184,nan,,nan,nan
185,nan,,nan,nan
186,nan,,nan,nan
187,nan,,nan,nan
188,1.0,ThisIsAnEndNode,nan,nan
189,nan,,nan,nan
190,nan,,nan,nan
191,nan,,nan,nan
192,nan,,nan,nan
193,nan,,nan,nan
